IU_ID,IU_ID_Full
27929,MDG27929
27866,MDG27866
27918,MDG27918
27930,MDG27930
27933,MDG27933
27876,MDG27876
27910,MDG27910
27842,MDG27842
27911,MDG27911
27848,MDG27848
27900,MDG27900
27855,MDG27855
27899,MDG27899
27871,MDG27871
27908,MDG27908
27907,MDG27907
27859,MDG27859
27891,MDG27891
27887,MDG27887
27852,MDG27852
27939,MDG27939
27882,MDG27882
27942,MDG27942
27846,MDG27846
27839,MDG27839
27915,MDG27915
27861,MDG27861
27927,MDG27927
27921,MDG27921
27923,MDG27923
27867,MDG27867
27841,MDG27841
27857,MDG27857
27836,MDG27836
27880,MDG27880
27892,MDG27892
27870,MDG27870
27856,MDG27856
27860,MDG27860
27945,MDG27945
27853,MDG27853
27922,MDG27922
27881,MDG27881
27903,MDG27903
27944,MDG27944
27936,MDG27936
28954,MWI28954
28971,MWI28971
28972,MWI28972
28951,MWI28951
28948,MWI28948
28968,MWI28968
28962,MWI28962
28952,MWI28952
28957,MWI28957
28963,MWI28963
28966,MWI28966
28950,MWI28950
28969,MWI28969
28949,MWI28949
28965,MWI28965
28961,MWI28961
28959,MWI28959
28947,MWI28947
28964,MWI28964
28946,MWI28946
28945,MWI28945
28970,MWI28970
28944,MWI28944
28958,MWI28958
28967,MWI28967
28955,MWI28955
28956,MWI28956
28953,MWI28953
28973,MWI28973
31067,MRT31067
31060,MRT31060
31065,MRT31065
31058,MRT31058
31040,MRT31040
31066,MRT31066
31081,MRT31081
31082,MRT31082
31037,MRT31037
31038,MRT31038
31083,MRT31083
31036,MRT31036
31051,MRT31051
31068,MRT31068
31035,MRT31035
31079,MRT31079
31080,MRT31080
31078,MRT31078
31070,MRT31070
31064,MRT31064
31044,MRT31044
31042,MRT31042
31061,MRT31061
31063,MRT31063
31059,MRT31059
31084,MRT31084
31087,MRT31087
31049,MRT31049
31086,MRT31086
31045,MRT31045
31088,MRT31088
31039,MRT31039
31085,MRT31085
31089,MRT31089
31055,MRT31055
31047,MRT31047
31046,MRT31046
31053,MRT31053
31048,MRT31048
31052,MRT31052
31043,MRT31043
31056,MRT31056
31054,MRT31054
31057,MRT31057
31062,MRT31062
31050,MRT31050
31075,MRT31075
31074,MRT31074
31071,MRT31071
31072,MRT31072
31069,MRT31069
31073,MRT31073
31076,MRT31076
31077,MRT31077
31091,MRT31091
31092,MRT31092
32090,MUS32090
32091,MUS32091
32092,MUS32092
32093,MUS32093
32094,MUS32094
32095,MUS32095
32096,MUS32096
32097,MUS32097
32099,MUS32099
32098,MUS32098
33254,MOZ33254
33238,MOZ33238
33209,MOZ33209
33134,MOZ33134
33142,MOZ33142
33203,MOZ33203
33101,MOZ33101
33257,MOZ33257
33230,MOZ33230
33145,MOZ33145
33139,MOZ33139
33223,MOZ33223
33144,MOZ33144
33112,MOZ33112
33214,MOZ33214
33171,MOZ33171
33204,MOZ33204
33217,MOZ33217
33260,MOZ33260
33234,MOZ33234
33166,MOZ33166
33162,MOZ33162
33222,MOZ33222
33140,MOZ33140
33211,MOZ33211
33190,MOZ33190
33196,MOZ33196
33258,MOZ33258
33111,MOZ33111
33157,MOZ33157
33262,MOZ33262
33219,MOZ33219
33187,MOZ33187
33237,MOZ33237
33159,MOZ33159
33158,MOZ33158
33185,MOZ33185
33184,MOZ33184
33197,MOZ33197
33225,MOZ33225
33110,MOZ33110
33130,MOZ33130
33147,MOZ33147
33180,MOZ33180
33152,MOZ33152
33182,MOZ33182
33136,MOZ33136
33168,MOZ33168
33248,MOZ33248
33141,MOZ33141
33220,MOZ33220
33224,MOZ33224
33243,MOZ33243
33210,MOZ33210
33186,MOZ33186
33193,MOZ33193
33233,MOZ33233
33108,MOZ33108
33131,MOZ33131
33127,MOZ33127
33104,MOZ33104
33231,MOZ33231
33201,MOZ33201
33246,MOZ33246
33148,MOZ33148
33137,MOZ33137
33216,MOZ33216
33227,MOZ33227
33100,MOZ33100
33155,MOZ33155
33249,MOZ33249
33138,MOZ33138
33181,MOZ33181
33202,MOZ33202
33173,MOZ33173
33105,MOZ33105
33253,MOZ33253
33188,MOZ33188
33113,MOZ33113
33109,MOZ33109
33226,MOZ33226
33205,MOZ33205
33236,MOZ33236
33192,MOZ33192
33212,MOZ33212
33241,MOZ33241
33179,MOZ33179
33206,MOZ33206
33143,MOZ33143
33242,MOZ33242
33183,MOZ33183
33199,MOZ33199
33256,MOZ33256
33218,MOZ33218
33129,MOZ33129
33114,MOZ33114
33107,MOZ33107
33149,MOZ33149
33146,MOZ33146
33200,MOZ33200
33178,MOZ33178
33115,MOZ33115
33221,MOZ33221
33198,MOZ33198
33195,MOZ33195
33213,MOZ33213
33106,MOZ33106
33247,MOZ33247
33102,MOZ33102
33259,MOZ33259
33175,MOZ33175
33160,MOZ33160
33156,MOZ33156
33191,MOZ33191
33208,MOZ33208
33229,MOZ33229
33150,MOZ33150
33153,MOZ33153
33207,MOZ33207
33116,MOZ33116
33251,MOZ33251
33172,MOZ33172
33194,MOZ33194
33151,MOZ33151
33244,MOZ33244
33239,MOZ33239
33215,MOZ33215
33103,MOZ33103
33174,MOZ33174
33176,MOZ33176
33177,MOZ33177
33189,MOZ33189
33240,MOZ33240
33245,MOZ33245
33250,MOZ33250
33252,MOZ33252
33255,MOZ33255
33228,MOZ33228
33235,MOZ33235
33232,MOZ33232
33154,MOZ33154
33161,MOZ33161
33118,MOZ33118
33117,MOZ33117
33163,MOZ33163
33120,MOZ33120
33123,MOZ33123
33122,MOZ33122
33119,MOZ33119
33167,MOZ33167
33121,MOZ33121
33169,MOZ33169
33164,MOZ33164
33098,MOZ33098
33165,MOZ33165
33124,MOZ33124
33132,MOZ33132
33135,MOZ33135
33128,MOZ33128
33133,MOZ33133
33125,MOZ33125
33126,MOZ33126
34260,NAM34260
34261,NAM34261
34262,NAM34262
34263,NAM34263
34264,NAM34264
34265,NAM34265
34266,NAM34266
34267,NAM34267
34268,NAM34268
34269,NAM34269
34270,NAM34270
34271,NAM34271
34272,NAM34272
34273,NAM34273
34274,NAM34274
34275,NAM34275
34276,NAM34276
34277,NAM34277
34278,NAM34278
34279,NAM34279
34280,NAM34280
34281,NAM34281
34282,NAM34282
34283,NAM34283
34284,NAM34284
34285,NAM34285
34286,NAM34286
34287,NAM34287
34288,NAM34288
34289,NAM34289
34290,NAM34290
34291,NAM34291
34292,NAM34292
34293,NAM34293
35372,NER35372
35316,NER35316
35341,NER35341
35354,NER35354
35337,NER35337
35382,NER35382
35365,NER35365
35373,NER35373
35375,NER35375
35379,NER35379
35391,NER35391
35357,NER35357
35296,NER35296
35362,NER35362
35348,NER35348
35343,NER35343
35318,NER35318
35356,NER35356
35388,NER35388
35342,NER35342
35353,NER35353
35350,NER35350
35302,NER35302
35386,NER35386
35349,NER35349
35371,NER35371
35352,NER35352
35355,NER35355
35380,NER35380
35345,NER35345
35383,NER35383
35308,NER35308
35338,NER35338
35364,NER35364
35340,NER35340
35333,NER35333
35320,NER35320
35326,NER35326
35305,NER35305
35321,NER35321
35309,NER35309
35385,NER35385
35344,NER35344
35363,NER35363
35310,NER35310
35311,NER35311
35387,NER35387
35347,NER35347
35346,NER35346
35360,NER35360
35374,NER35374
35376,NER35376
35366,NER35366
35389,NER35389
35390,NER35390
35369,NER35369
35368,NER35368
35294,NER35294
35378,NER35378
35384,NER35384
35312,NER35312
35351,NER35351
35381,NER35381
35370,NER35370
35377,NER35377
35367,NER35367
35336,NER35336
35339,NER35339
35315,NER35315
35359,NER35359
35358,NER35358
35361,NER35361
36751,NGA36751
36752,NGA36752
36753,NGA36753
36754,NGA36754
36755,NGA36755
36757,NGA36757
36758,NGA36758
36756,NGA36756
36463,NGA36463
36771,NGA36771
36772,NGA36772
36773,NGA36773
36774,NGA36774
36775,NGA36775
36776,NGA36776
36777,NGA36777
36778,NGA36778
36779,NGA36779
36780,NGA36780
36781,NGA36781
36782,NGA36782
36783,NGA36783
36784,NGA36784
36785,NGA36785
36786,NGA36786
36787,NGA36787
36788,NGA36788
36789,NGA36789
36790,NGA36790
36791,NGA36791
36802,NGA36802
36792,NGA36792
36793,NGA36793
36794,NGA36794
36795,NGA36795
36796,NGA36796
36797,NGA36797
36798,NGA36798
36799,NGA36799
36350,NGA36350
36352,NGA36352
36353,NGA36353
37038,NGA37038
37039,NGA37039
36635,NGA36635
36939,NGA36939
36942,NGA36942
36943,NGA36943
36944,NGA36944
36945,NGA36945
36946,NGA36946
36947,NGA36947
36949,NGA36949
36950,NGA36950
36951,NGA36951
36948,NGA36948
36952,NGA36952
36953,NGA36953
36954,NGA36954
36955,NGA36955
36956,NGA36956
36957,NGA36957
36958,NGA36958
36959,NGA36959
36960,NGA36960
36961,NGA36961
36962,NGA36962
36963,NGA36963
36964,NGA36964
36965,NGA36965
36967,NGA36967
36966,NGA36966
36968,NGA36968
36634,NGA36634
36633,NGA36633
36575,NGA36575
36576,NGA36576
36577,NGA36577
36442,NGA36442
36443,NGA36443
36444,NGA36444
36445,NGA36445
36446,NGA36446
36447,NGA36447
36827,NGA36827
36341,NGA36341
36342,NGA36342
36343,NGA36343
36344,NGA36344
36345,NGA36345
37062,NGA37062
37063,NGA37063
37064,NGA37064
37065,NGA37065
37105,NGA37105
37106,NGA37106
37107,NGA37107
37108,NGA37108
36496,NGA36496
36497,NGA36497
36481,NGA36481
36482,NGA36482
36483,NGA36483
36484,NGA36484
36485,NGA36485
36486,NGA36486
36487,NGA36487
36569,NGA36569
36570,NGA36570
36571,NGA36571
36572,NGA36572
36573,NGA36573
36892,NGA36892
36893,NGA36893
36894,NGA36894
36895,NGA36895
36896,NGA36896
36897,NGA36897
36898,NGA36898
36899,NGA36899
36900,NGA36900
36901,NGA36901
36721,NGA36721
36722,NGA36722
36723,NGA36723
36724,NGA36724
36725,NGA36725
36759,NGA36759
36760,NGA36760
36761,NGA36761
36762,NGA36762
36578,NGA36578
36579,NGA36579
36581,NGA36581
36582,NGA36582
36583,NGA36583
36584,NGA36584
36585,NGA36585
36580,NGA36580
36586,NGA36586
36587,NGA36587
36588,NGA36588
36589,NGA36589
36590,NGA36590
36591,NGA36591
36592,NGA36592
36593,NGA36593
36594,NGA36594
36595,NGA36595
36596,NGA36596
36597,NGA36597
36598,NGA36598
36599,NGA36599
36600,NGA36600
36601,NGA36601
36602,NGA36602
36603,NGA36603
36604,NGA36604
36605,NGA36605
36606,NGA36606
36607,NGA36607
36608,NGA36608
36609,NGA36609
36610,NGA36610
36611,NGA36611
36613,NGA36613
36480,NGA36480
36499,NGA36499
36500,NGA36500
36501,NGA36501
36502,NGA36502
36503,NGA36503
37055,NGA37055
37057,NGA37057
37056,NGA37056
37058,NGA37058
37059,NGA37059
37060,NGA37060
37061,NGA37061
37040,NGA37040
37041,NGA37041
37042,NGA37042
36409,NGA36409
36410,NGA36410
36411,NGA36411
36395,NGA36395
37043,NGA37043
36396,NGA36396
36397,NGA36397
36398,NGA36398
36399,NGA36399
36400,NGA36400
36401,NGA36401
36402,NGA36402
36403,NGA36403
36404,NGA36404
36405,NGA36405
36406,NGA36406
36407,NGA36407
36408,NGA36408
36351,NGA36351
36354,NGA36354
37044,NGA37044
37045,NGA37045
37046,NGA37046
37047,NGA37047
37048,NGA37048
37049,NGA37049
36985,NGA36985
36986,NGA36986
36987,NGA36987
36988,NGA36988
36989,NGA36989
36990,NGA36990
36991,NGA36991
36992,NGA36992
36993,NGA36993
36994,NGA36994
36995,NGA36995
36996,NGA36996
36997,NGA36997
36998,NGA36998
36999,NGA36999
37000,NGA37000
37001,NGA37001
37002,NGA37002
37003,NGA37003
37004,NGA37004
37005,NGA37005
37006,NGA37006
36841,NGA36841
36842,NGA36842
36843,NGA36843
36844,NGA36844
36845,NGA36845
36846,NGA36846
36847,NGA36847
36848,NGA36848
36849,NGA36849
36850,NGA36850
36851,NGA36851
36852,NGA36852
36853,NGA36853
36854,NGA36854
36855,NGA36855
36856,NGA36856
37050,NGA37050
36488,NGA36488
36489,NGA36489
36490,NGA36490
36491,NGA36491
36492,NGA36492
36493,NGA36493
36494,NGA36494
36495,NGA36495
36498,NGA36498
36564,NGA36564
36565,NGA36565
36566,NGA36566
36567,NGA36567
36568,NGA36568
36690,NGA36690
36691,NGA36691
36692,NGA36692
36693,NGA36693
36694,NGA36694
36695,NGA36695
36696,NGA36696
36697,NGA36697
36698,NGA36698
36699,NGA36699
36700,NGA36700
36701,NGA36701
37020,NGA37020
37021,NGA37021
37109,NGA37109
37110,NGA37110
36617,NGA36617
36618,NGA36618
36619,NGA36619
36620,NGA36620
36621,NGA36621
36622,NGA36622
36623,NGA36623
36624,NGA36624
36625,NGA36625
36626,NGA36626
36627,NGA36627
36628,NGA36628
36629,NGA36629
36630,NGA36630
36631,NGA36631
36632,NGA36632
36337,NGA36337
36338,NGA36338
36339,NGA36339
36340,NGA36340
36346,NGA36346
36347,NGA36347
36348,NGA36348
36349,NGA36349
36413,NGA36413
36414,NGA36414
36415,NGA36415
36392,NGA36392
36393,NGA36393
36394,NGA36394
36373,NGA36373
36374,NGA36374
36375,NGA36375
36376,NGA36376
36377,NGA36377
36378,NGA36378
36379,NGA36379
36380,NGA36380
36381,NGA36381
36382,NGA36382
36675,NGA36675
36676,NGA36676
36677,NGA36677
36678,NGA36678
36679,NGA36679
36680,NGA36680
36681,NGA36681
36682,NGA36682
36683,NGA36683
36684,NGA36684
36685,NGA36685
36686,NGA36686
36687,NGA36687
36891,NGA36891
36902,NGA36902
36903,NGA36903
36904,NGA36904
36416,NGA36416
36417,NGA36417
36418,NGA36418
36419,NGA36419
36547,NGA36547
36548,NGA36548
36549,NGA36549
36550,NGA36550
36551,NGA36551
36552,NGA36552
36553,NGA36553
36554,NGA36554
36555,NGA36555
36556,NGA36556
36557,NGA36557
36873,NGA36873
36874,NGA36874
36875,NGA36875
36876,NGA36876
36877,NGA36877
36878,NGA36878
36879,NGA36879
36880,NGA36880
36928,NGA36928
36929,NGA36929
36930,NGA36930
36931,NGA36931
36355,NGA36355
36356,NGA36356
36357,NGA36357
36358,NGA36358
36359,NGA36359
36360,NGA36360
36361,NGA36361
36362,NGA36362
36363,NGA36363
36364,NGA36364
36365,NGA36365
36366,NGA36366
36367,NGA36367
36368,NGA36368
36369,NGA36369
36370,NGA36370
36371,NGA36371
36372,NGA36372
36383,NGA36383
36384,NGA36384
36385,NGA36385
36386,NGA36386
36387,NGA36387
36388,NGA36388
36389,NGA36389
36390,NGA36390
36412,NGA36412
36981,NGA36981
36982,NGA36982
36983,NGA36983
36984,NGA36984
36420,NGA36420
36421,NGA36421
36422,NGA36422
36423,NGA36423
36424,NGA36424
36425,NGA36425
36426,NGA36426
36427,NGA36427
36428,NGA36428
36429,NGA36429
36430,NGA36430
36431,NGA36431
36432,NGA36432
36433,NGA36433
36434,NGA36434
36435,NGA36435
36436,NGA36436
36437,NGA36437
36438,NGA36438
36439,NGA36439
36440,NGA36440
36441,NGA36441
37022,NGA37022
37023,NGA37023
37024,NGA37024
37025,NGA37025
37026,NGA37026
37027,NGA37027
37028,NGA37028
37029,NGA37029
37030,NGA37030
37031,NGA37031
37032,NGA37032
37033,NGA37033
37034,NGA37034
37035,NGA37035
37036,NGA37036
37037,NGA37037
37051,NGA37051
37052,NGA37052
37053,NGA37053
37054,NGA37054
36448,NGA36448
36449,NGA36449
36450,NGA36450
36451,NGA36451
36452,NGA36452
36453,NGA36453
36454,NGA36454
36455,NGA36455
36456,NGA36456
36457,NGA36457
36458,NGA36458
36459,NGA36459
36460,NGA36460
36461,NGA36461
36462,NGA36462
36770,NGA36770
36464,NGA36464
36465,NGA36465
36466,NGA36466
36467,NGA36467
36468,NGA36468
36469,NGA36469
36470,NGA36470
36471,NGA36471
36472,NGA36472
36473,NGA36473
36474,NGA36474
36475,NGA36475
36476,NGA36476
36477,NGA36477
36478,NGA36478
36479,NGA36479
36504,NGA36504
36505,NGA36505
36506,NGA36506
36507,NGA36507
36508,NGA36508
36509,NGA36509
36510,NGA36510
36511,NGA36511
36513,NGA36513
36512,NGA36512
36514,NGA36514
36515,NGA36515
36516,NGA36516
36517,NGA36517
36518,NGA36518
36519,NGA36519
36520,NGA36520
36521,NGA36521
36522,NGA36522
36523,NGA36523
36524,NGA36524
36525,NGA36525
36526,NGA36526
36528,NGA36528
36527,NGA36527
36529,NGA36529
36530,NGA36530
36531,NGA36531
36532,NGA36532
36533,NGA36533
36534,NGA36534
36969,NGA36969
36970,NGA36970
36971,NGA36971
36972,NGA36972
36973,NGA36973
36974,NGA36974
36975,NGA36975
36976,NGA36976
36977,NGA36977
36978,NGA36978
36979,NGA36979
36980,NGA36980
36535,NGA36535
36536,NGA36536
36537,NGA36537
36538,NGA36538
36539,NGA36539
36540,NGA36540
36541,NGA36541
36542,NGA36542
36543,NGA36543
36544,NGA36544
36545,NGA36545
36546,NGA36546
36558,NGA36558
36559,NGA36559
36560,NGA36560
36561,NGA36561
36562,NGA36562
36563,NGA36563
36574,NGA36574
36612,NGA36612
36614,NGA36614
36615,NGA36615
36616,NGA36616
36636,NGA36636
36637,NGA36637
36638,NGA36638
36639,NGA36639
36640,NGA36640
36641,NGA36641
36642,NGA36642
36643,NGA36643
36644,NGA36644
36645,NGA36645
36646,NGA36646
36647,NGA36647
36649,NGA36649
36650,NGA36650
36651,NGA36651
36652,NGA36652
36655,NGA36655
36653,NGA36653
36654,NGA36654
36648,NGA36648
36656,NGA36656
36657,NGA36657
36659,NGA36659
36658,NGA36658
36660,NGA36660
36661,NGA36661
36662,NGA36662
36663,NGA36663
36664,NGA36664
36665,NGA36665
36666,NGA36666
36667,NGA36667
36668,NGA36668
36669,NGA36669
36670,NGA36670
36671,NGA36671
36672,NGA36672
36673,NGA36673
36674,NGA36674
36688,NGA36688
36689,NGA36689
36702,NGA36702
36703,NGA36703
36704,NGA36704
36705,NGA36705
36706,NGA36706
36707,NGA36707
36708,NGA36708
36709,NGA36709
36710,NGA36710
36711,NGA36711
36712,NGA36712
36713,NGA36713
36715,NGA36715
36714,NGA36714
36716,NGA36716
36717,NGA36717
36718,NGA36718
36719,NGA36719
36720,NGA36720
36763,NGA36763
36764,NGA36764
36765,NGA36765
36766,NGA36766
36767,NGA36767
36768,NGA36768
36769,NGA36769
36726,NGA36726
36727,NGA36727
36728,NGA36728
36729,NGA36729
36730,NGA36730
36731,NGA36731
36732,NGA36732
36733,NGA36733
36734,NGA36734
36735,NGA36735
36736,NGA36736
36737,NGA36737
36738,NGA36738
36739,NGA36739
36740,NGA36740
36741,NGA36741
36742,NGA36742
36743,NGA36743
36744,NGA36744
36745,NGA36745
36746,NGA36746
36747,NGA36747
36748,NGA36748
36749,NGA36749
36750,NGA36750
36800,NGA36800
36801,NGA36801
36803,NGA36803
36804,NGA36804
36805,NGA36805
36806,NGA36806
36807,NGA36807
36808,NGA36808
36809,NGA36809
36810,NGA36810
36811,NGA36811
36812,NGA36812
36813,NGA36813
36814,NGA36814
36815,NGA36815
36816,NGA36816
36817,NGA36817
36818,NGA36818
36819,NGA36819
36820,NGA36820
36821,NGA36821
36822,NGA36822
36823,NGA36823
36824,NGA36824
36825,NGA36825
36826,NGA36826
36828,NGA36828
36829,NGA36829
36830,NGA36830
36831,NGA36831
36832,NGA36832
36833,NGA36833
36834,NGA36834
36835,NGA36835
36836,NGA36836
36837,NGA36837
36838,NGA36838
36839,NGA36839
36840,NGA36840
36857,NGA36857
36858,NGA36858
36859,NGA36859
36860,NGA36860
36861,NGA36861
36862,NGA36862
36863,NGA36863
36864,NGA36864
36865,NGA36865
36866,NGA36866
36867,NGA36867
36868,NGA36868
36869,NGA36869
36870,NGA36870
36871,NGA36871
36872,NGA36872
36881,NGA36881
36882,NGA36882
36883,NGA36883
36884,NGA36884
36885,NGA36885
36886,NGA36886
36887,NGA36887
36888,NGA36888
36889,NGA36889
36890,NGA36890
36905,NGA36905
36906,NGA36906
36908,NGA36908
36907,NGA36907
36910,NGA36910
36909,NGA36909
36911,NGA36911
36912,NGA36912
36913,NGA36913
36914,NGA36914
36915,NGA36915
36916,NGA36916
36917,NGA36917
36918,NGA36918
36919,NGA36919
36920,NGA36920
36922,NGA36922
36923,NGA36923
36921,NGA36921
36924,NGA36924
36925,NGA36925
36926,NGA36926
36927,NGA36927
36932,NGA36932
36933,NGA36933
36934,NGA36934
36935,NGA36935
36936,NGA36936
36937,NGA36937
36940,NGA36940
36941,NGA36941
36938,NGA36938
37007,NGA37007
37008,NGA37008
37009,NGA37009
37010,NGA37010
37011,NGA37011
37012,NGA37012
37013,NGA37013
37014,NGA37014
37015,NGA37015
37016,NGA37016
37017,NGA37017
37018,NGA37018
37019,NGA37019
37066,NGA37066
37067,NGA37067
37068,NGA37068
37069,NGA37069
37070,NGA37070
37071,NGA37071
37072,NGA37072
37073,NGA37073
37074,NGA37074
37075,NGA37075
37076,NGA37076
37077,NGA37077
37078,NGA37078
37079,NGA37079
37080,NGA37080
37081,NGA37081
37082,NGA37082
37083,NGA37083
37084,NGA37084
37085,NGA37085
37086,NGA37086
37087,NGA37087
37088,NGA37088
37089,NGA37089
37090,NGA37090
37091,NGA37091
37092,NGA37092
37093,NGA37093
37094,NGA37094
37095,NGA37095
37096,NGA37096
37097,NGA37097
37098,NGA37098
37099,NGA37099
37100,NGA37100
37101,NGA37101
37102,NGA37102
37103,NGA37103
37104,NGA37104
36391,NGA36391
38111,RWA38111
38112,RWA38112
38113,RWA38113
38114,RWA38114
38115,RWA38115
38116,RWA38116
38117,RWA38117
38118,RWA38118
38119,RWA38119
38120,RWA38120
38121,RWA38121
38122,RWA38122
38123,RWA38123
38124,RWA38124
38125,RWA38125
38126,RWA38126
38127,RWA38127
38128,RWA38128
38129,RWA38129
38130,RWA38130
38131,RWA38131
38132,RWA38132
38133,RWA38133
38134,RWA38134
38136,RWA38136
38137,RWA38137
38138,RWA38138
38139,RWA38139
38140,RWA38140
38141,RWA38141
40214,SEN40214
40219,SEN40219
40193,SEN40193
40188,SEN40188
40200,SEN40200
40190,SEN40190
40161,SEN40161
40224,SEN40224
40182,SEN40182
40207,SEN40207
40156,SEN40156
40199,SEN40199
40201,SEN40201
40170,SEN40170
40172,SEN40172
40157,SEN40157
40226,SEN40226
40222,SEN40222
40165,SEN40165
40210,SEN40210
40183,SEN40183
40229,SEN40229
40189,SEN40189
40221,SEN40221
40162,SEN40162
40173,SEN40173
40197,SEN40197
40187,SEN40187
40205,SEN40205
40208,SEN40208
40206,SEN40206
40180,SEN40180
40160,SEN40160
40212,SEN40212
40184,SEN40184
40178,SEN40178
40179,SEN40179
40181,SEN40181
40186,SEN40186
40198,SEN40198
40195,SEN40195
40194,SEN40194
40209,SEN40209
40211,SEN40211
40174,SEN40174
40171,SEN40171
40202,SEN40202
40203,SEN40203
40216,SEN40216
40166,SEN40166
40169,SEN40169
40164,SEN40164
40176,SEN40176
40223,SEN40223
40225,SEN40225
40163,SEN40163
40168,SEN40168
40167,SEN40167
40192,SEN40192
40185,SEN40185
40191,SEN40191
40196,SEN40196
40213,SEN40213
40215,SEN40215
40217,SEN40217
40218,SEN40218
40220,SEN40220
40177,SEN40177
40175,SEN40175
40159,SEN40159
40155,SEN40155
40149,SEN40149
40152,SEN40152
40154,SEN40154
40227,SEN40227
40150,SEN40150
40228,SEN40228
40230,SEN40230
41246,SYC41246
41249,SYC41249
41239,SYC41239
41242,SYC41242
41233,SYC41233
41252,SYC41252
41232,SYC41232
41230,SYC41230
41228,SYC41228
41231,SYC41231
41248,SYC41248
41227,SYC41227
41237,SYC41237
41240,SYC41240
41250,SYC41250
41247,SYC41247
41243,SYC41243
41236,SYC41236
41245,SYC41245
41235,SYC41235
41251,SYC41251
41244,SYC41244
41238,SYC41238
41234,SYC41234
41229,SYC41229
41241,SYC41241
56001,SOM56001
56002,SOM56002
56003,SOM56003
56004,SOM56004
56005,SOM56005
56006,SOM56006
56007,SOM56007
56008,SOM56008
56011,SOM56011
56009,SOM56009
56013,SOM56013
56014,SOM56014
56015,SOM56015
56012,SOM56012
56010,SOM56010
56016,SOM56016
56017,SOM56017
56018,SOM56018
43316,ZAF43316
43306,ZAF43306
43273,ZAF43273
43313,ZAF43313
43317,ZAF43317
43272,ZAF43272
43318,ZAF43318
43269,ZAF43269
43314,ZAF43314
43268,ZAF43268
43274,ZAF43274
43315,ZAF43315
43270,ZAF43270
43267,ZAF43267
43271,ZAF43271
43287,ZAF43287
43293,ZAF43293
43286,ZAF43286
43295,ZAF43295
43294,ZAF43294
43279,ZAF43279
43311,ZAF43311
43291,ZAF43291
43290,ZAF43290
43310,ZAF43310
43289,ZAF43289
43308,ZAF43308
43285,ZAF43285
43292,ZAF43292
43276,ZAF43276
43288,ZAF43288
43275,ZAF43275
43282,ZAF43282
43309,ZAF43309
43305,ZAF43305
43280,ZAF43280
43281,ZAF43281
43284,ZAF43284
43302,ZAF43302
43307,ZAF43307
43283,ZAF43283
43303,ZAF43303
43312,ZAF43312
43304,ZAF43304
43298,ZAF43298
43301,ZAF43301
43297,ZAF43297
43296,ZAF43296
43300,ZAF43300
43299,ZAF43299
43278,ZAF43278
43277,ZAF43277
44367,SSD44367
44363,SSD44363
44369,SSD44369
44362,SSD44362
44370,SSD44370
44364,SSD44364
44353,SSD44353
44351,SSD44351
44355,SSD44355
44360,SSD44360
44357,SSD44357
44361,SSD44361
44359,SSD44359
44358,SSD44358
44368,SSD44368
44366,SSD44366
44365,SSD44365
44388,SSD44388
44322,SSD44322
44320,SSD44320
44321,SSD44321
44324,SSD44324
44319,SSD44319
44323,SSD44323
44331,SSD44331
44326,SSD44326
44329,SSD44329
44325,SSD44325
44332,SSD44332
44328,SSD44328
44330,SSD44330
44327,SSD44327
44349,SSD44349
44356,SSD44356
44354,SSD44354
44352,SSD44352
44350,SSD44350
44397,SSD44397
44395,SSD44395
44390,SSD44390
44396,SSD44396
44386,SSD44386
44387,SSD44387
44384,SSD44384
44385,SSD44385
44389,SSD44389
44403,SSD44403
44401,SSD44401
44402,SSD44402
44392,SSD44392
44394,SSD44394
44393,SSD44393
44391,SSD44391
44400,SSD44400
44341,SSD44341
44338,SSD44338
44342,SSD44342
44382,SSD44382
44376,SSD44376
44374,SSD44374
44373,SSD44373
44335,SSD44335
44343,SSD44343
44380,SSD44380
44377,SSD44377
44371,SSD44371
44372,SSD44372
44346,SSD44346
44344,SSD44344
44336,SSD44336
44347,SSD44347
44333,SSD44333
44334,SSD44334
44379,SSD44379
44378,SSD44378
44381,SSD44381
44375,SSD44375
44399,SSD44399
39142,STP39142
39145,STP39145
39146,STP39146
39143,STP39143
39148,STP39148
39144,STP39144
39147,STP39147
66142,SDN66142
66026,SDN66026
66063,SDN66063
66064,SDN66064
66143,SDN66143
66065,SDN66065
66066,SDN66066
66067,SDN66067
66068,SDN66068
66077,SDN66077
66144,SDN66144
66145,SDN66145
66146,SDN66146
66070,SDN66070
66147,SDN66147
66071,SDN66071
66148,SDN66148
66073,SDN66073
66074,SDN66074
66028,SDN66028
66029,SDN66029
66030,SDN66030
66075,SDN66075
66149,SDN66149
66032,SDN66032
66078,SDN66078
66033,SDN66033
66034,SDN66034
66037,SDN66037
66116,SDN66116
66041,SDN66041
66115,SDN66115
66027,SDN66027
66121,SDN66121
66129,SDN66129
66126,SDN66126
66043,SDN66043
66128,SDN66128
66112,SDN66112
66122,SDN66122
66042,SDN66042
66118,SDN66118
66031,SDN66031
66036,SDN66036
66127,SDN66127
66120,SDN66120
66125,SDN66125
66119,SDN66119
66039,SDN66039
66113,SDN66113
66040,SDN66040
66038,SDN66038
66124,SDN66124
66044,SDN66044
66117,SDN66117
66123,SDN66123
66072,SDN66072
66062,SDN66062
66076,SDN66076
66069,SDN66069
66114,SDN66114
66025,SDN66025
66035,SDN66035
66056,SDN66056
66060,SDN66060
66055,SDN66055
