IU_NAME,ESPEN_IU_ID,Parent1_IU_Name,Parent1_IU_ID,Start_Date,End_Date
Kilifi South,54090,KILIFI,53060,2016,3000
Magarini,54091,MALINDI,53061,2016,3000
Malindi,54092,MALINDI,53061,2016,3000
Rabai,54093,KALOLENI,53059,2016,3000
Gichugu,54094,KIRINYANGA,53062,2016,3000
Kirinyaga Central,54095,KIRINYANGA,53062,2016,3000
Mwea,54096,KIRINYANGA,53062,2016,3000
Ndia,54097,KIRINYANGA,53062,2016,3000
Bobasi,54098,GUCHA,53063,2016,3000
Bomachoge Borabu,54099,GUCHA,53063,2016,3000
Bomachoge Chache,54100,GUCHA,53063,2016,3000
Bonchari,54101,KISII SOUTH,53066,2016,3000
Kitutu Chache North,54102,KISII CENTRAL,53065,2016,3000
Kitutu Chache South,54103,KISII CENTRAL,53065,2016,3000
Nyaribari Chache,54104,KISII CENTRAL,53065,2016,3000
Nyaribari Masaba,54105,MASABA,53067,2016,3000
South Mugirango,54106,GUCHA SOUTH,53064,2016,3000
Kisumu Central,54107,KISUMU EAST,53068,2016,3000
Kisumu East,54108,KISUMU EAST,53068,2016,3000
Kisumu West,54109,KISUMU EAST,53068,2016,3000
Muhoroni,54110,NYANDO,53070,2016,3000
Nyakach,54111,NYANDO,53070,2016,3000
Nyando,54112,KISUMU EAST,53068,2016,3000
Seme,54113,KISUMU WEST,53069,2016,3000
Kitui Central,54114,KITUI,53071,2016,3000
Kitui East,54115,KITUI,53071,2016,3000
Kitui Rural,54116,KITUI,53071,2016,3000
Kitui South,54117,MUTOMO,53073,2016,3000
Kitui West,54118,KITUI,53071,2016,3000
Mwingi Central,54119,MWINGI,53074,2016,3000
Mwingi North,54120,KYUSO,53072,2016,3000
Mwingi West,54121,MWINGI,53074,2016,3000
Kinango,54122,KINANGO,53075,2016,3000
Lunga Lunga,54123,MSAMBWENI,53077,2016,3000
Matuga,54124,KWALE,53076,2016,3000
Msambweni,54125,MSAMBWENI,53077,2016,3000
Laikipia East,54126,LAIKIPIA WEST,53080,2016,3000
Laikipia North,54127,LAIKIPIA EAST,53078,2016,3000
Laikipia West,54128,LAIKIPIA EAST,53078,2016,3000
Lamu East,54129,LAMU,53081,2016,3000
Lamu West,54130,LAMU,53081,2016,3000
Kangundo,54131,KANGUNDO,53082,2016,3000
Kathiani,54132,MACHAKOS,53083,2016,3000
Machakos,54133,MACHAKOS,53083,2016,3000
Masinga,54134,YATTA,53085,2016,3000
Matungulu,54135,KANGUNDO,53082,2016,3000
Mavoko,54136,MACHAKOS,53083,2016,3000
Mwala,54137,MWALA,53084,2016,3000
Yatta,54138,YATTA,53085,2016,3000
Kaiti,54139,MAKUENI,53087,2016,3000
Kibwezi East,54140,KIBWEZI,53086,2016,3000
Kibwezi West,54141,KIBWEZI,53086,2016,3000
Kilome,54142,NZAUI,53089,2016,3000
Makueni,54143,MAKUENI,53087,2016,3000
Mbooni,54144,MBOONI,53088,2016,3000
Banissa,54145,MANDERA WEST,53092,2016,3000
Lafey,54146,MANDERA EAST,53091,2016,3000
Mandera East,54147,MANDERA EAST,53091,2016,3000
Mandera North,54148,MANDERA CENTRAL,53090,2016,3000
Mandera South,54149,MANDERA CENTRAL,53090,2016,3000
Mandera West,54150,MANDERA WEST,53092,2016,3000
Laisamis,54151,LAISAMIS,53094,2016,3000
Moyale,54152,MOYALE,53096,2016,3000
North Horr,54153,CHALBI,53093,2016,3000
Saku,54154,MARSABIT,53095,2016,3000
Buuri,54155,IMENTI NORTH,53098,2016,3000
Central Imenti,54156,MERU CENTRAL,53100,2016,3000
Igembe Central,54157,IGEMBE,53097,2016,3000
Igembe North,54158,IGEMBE,53097,2016,3000
Igembe South,54159,IGEMBE,53097,2016,3000
Imenti North,54160,IMENTI NORTH,53098,2016,3000
Imenti South,54161,IMENTI SOUTH,53099,2016,3000
Tigania East,54162,TIGANIA,53101,2016,3000
Tigania West,54163,TIGANIA,53101,2016,3000
Awendo,54164,RONGO,53105,2016,3000
Kuria East,54165,KURIA EAST,53102,2016,3000
Kuria West,54166,KURIA WEST,53103,2016,3000
Nyatike,54167,MIGORI,53104,2016,3000
Rongo,54168,RONGO,53105,2016,3000
Suna East,54169,MIGORI,53104,2016,3000
Suna West,54170,MIGORI,53104,2016,3000
Uriri,54171,RONGO,53105,2016,3000
Changamwe,54172,KILINDINI,53106,2016,3000
Jomvu,54173,KILINDINI,53106,2016,3000
Kisauni,54174,MOMBASA,53107,2016,3000
Likoni,54175,KILINDINI,53106,2016,3000
Mvita,54176,MOMBASA,53107,2016,3000
Nyali,54177,MOMBASA,53107,2016,3000
Gatanga,54178,GATANGA,53108,2016,3000
Kandara,54179,MURANGA SOUTH,53110,2016,3000
Kangema,54180,MURANGA NORTH,53109,2016,3000
Kigumo,54181,MURANGA SOUTH,53110,2016,3000
Kiharu,54182,MURANGA NORTH,53109,2016,3000
Maragwa,54183,MURANGA SOUTH,53110,2016,3000
Mathioya,54184,MURANGA NORTH,53109,2016,3000
Dagoretti South,54185,NAIROBI WEST,53113,2016,3000
Embakasi Central,54186,NAIROBI EAST,53111,2016,3000
Embakasi East,54187,NAIROBI EAST,53111,2016,3000
Embakasi North,54188,NAIROBI NORTH,53112,2016,3000
Embakasi South,54189,NAIROBI EAST,53111,2016,3000
Embakasi West,54190,NAIROBI EAST,53111,2016,3000
Kamukunji,54191,NAIROBI NORTH,53112,2016,3000
Kasarani,54192,NAIROBI EAST,53111,2016,3000
Kibra,54193,NAIROBI WEST,53113,2016,3000
Dagoretti North,54194,WESTLANDS,53114,2016,3000
Langata,54195,NAIROBI WEST,53113,2016,3000
Makadara,54196,NAIROBI EAST,53111,2016,3000
Mathare,54197,NAIROBI NORTH,53112,2016,3000
Roysambu,54198,NAIROBI NORTH,53112,2016,3000
Ruaraka,54199,NAIROBI NORTH,53112,2016,3000
Starehe,54200,NAIROBI EAST,53111,2016,3000
Westlands,54201,WESTLANDS,53114,2016,3000
Bahati,54202,NAKURU NORTH,53118,2016,3000
Emurua Dikirr,54203,KURIA EAST,53102,2016,3000
Gilgil,54204,NAIVASHA,53116,2016,3000
Kilgoris,54205,KURIA EAST,53102,2016,3000
Kuresoi North,54206,MOLO,53115,2016,3000
Kuresoi South,54207,MOLO,53115,2016,3000
Molo,54208,MOLO,53115,2016,3000
Naivasha,54209,NAIVASHA,53116,2016,3000
Nakuru Town East,54210,NAKURU,53117,2016,3000
Nakuru Town West,54211,NAKURU,53117,2016,3000
Narok West,54212,KURIA EAST,53102,2016,3000
Njoro,54213,MOLO,53115,2016,3000
Rongai,54214,NAKURU,53117,2016,3000
Subukia,54215,NAKURU NORTH,53118,2016,3000
Aldai,54216,NANDI SOUTH,53122,2016,3000
Chesumei,54217,NANDI CENTRAL,53119,2016,3000
Emgwen,54218,NANDI CENTRAL,53119,2016,3000
Mosop,54219,NANDI NORTH,53121,2016,3000
Nandi Hills,54220,NANDI EAST,53120,2016,3000
Tinderet,54221,TINDERET,53123,2016,3000
Narok East,54222,KURIA EAST,53102,2016,3000
Narok North,54223,KURIA EAST,53102,2016,3000
Narok South,54224,KURIA EAST,53102,2016,3000
Borabu,54225,BORABU,53127,2016,3000
Kitutu Masaba,54226,MASABA,53067,2016,3000
North Mugirango,54227,NYAMIRA,53129,2016,3000
West Mugirango,54228,NYAMIRA,53129,2016,3000
Kinangop,54229,NYANDARUA SOUTH,53131,2016,3000
Kipipiri,54230,NYANDARUA SOUTH,53131,2016,3000
Ndaragwa,54231,NYANDARUA NORTH,53130,2016,3000
Ol Joro Orok,54232,NYANDARUA NORTH,53130,2016,3000
Ol Kalou,54233,NYANDARUA NORTH,53130,2016,3000
Kieni,54234,NYERI NORTH,53132,2016,3000
Mathira,54235,NYERI NORTH,53132,2016,3000
Mukurweini,54236,NYERI SOUTH,53133,2016,3000
Nyeri Town,54237,NYERI SOUTH,53133,2016,3000
Othaya,54238,NYERI SOUTH,53133,2016,3000
Tetu,54239,NYERI SOUTH,53133,2016,3000
Samburu East,54240,SAMBURU EAST,53138,2016,3000
Samburu North,54241,SAMBURU CENTRAL,53137,2016,3000
Samburu West,54242,SAMBURU CENTRAL,53137,2016,3000
Alego Usonga,54243,SIAYA,53142,2016,3000
Bondo,54244,BONDO,53140,2016,3000
Gem,54245,SIAYA,53142,2016,3000
Rarieda,54246,RARIEDA,53141,2016,3000
Ugenya,54247,SIAYA,53142,2016,3000
Ugunja,54248,SIAYA,53142,2016,3000
Mwatate,54249,TAITA,53143,2016,3000
Taveta,54250,TAVETA,53144,2016,3000
Voi,54251,TAITA,53143,2016,3000
Wundanyi,54252,TAITA,53143,2016,3000
Bura,54253,TANA RIVER,53146,2016,3000
Galole,54254,TANA RIVER,53146,2016,3000
Garsen,54255,TANA DELTA,53145,2016,3000
Maara,54256,MAARA,53147,2016,3000
Chuka,54257,MERU SOUTH,53148,2016,3000
Tharaka,54258,THARAKA,53149,2016,3000
Cherangany,54259,TRANS NZOIA EAST,53151,2016,3000
Endebes,54260,KWANZA,53150,2016,3000
Kiminini,54261,TRANS NZOIA WEST,53152,2016,3000
Kwanza,54262,KWANZA,53150,2016,3000
Saboti,54263,TRANS NZOIA WEST,53152,2016,3000
Loima,54264,TURKANA CENTRAL,53153,2016,3000
Turkana Central,54265,TURKANA CENTRAL,53153,2016,3000
Turkana East,54266,TURKANA SOUTH,53155,2016,3000
Turkana North,54267,TURKANA NORTH,53154,2016,3000
Turkana South,54268,TURKANA SOUTH,53155,2016,3000
Turkana West,54269,TURKANA NORTH,53154,2016,3000
Ainabkoi,54270,ELDORET EAST,53156,2016,3000
Kapseret,54271,WARENG,53158,2016,3000
Kesses,54272,WARENG,53158,2016,3000
Moiben,54273,ELDORET EAST,53156,2016,3000
Soy,54274,ELDORET WEST,53157,2016,3000
Turbo,54275,ELDORET WEST,53157,2016,3000
Emuhaya,54276,EMUHAYA,53159,2016,3000
Hamisi,54277,HAMISI,53160,2016,3000
Luanda,54278,EMUHAYA,53159,2016,3000
Sabatia,54279,VIHIGA,53161,2016,3000
Vihiga,54280,VIHIGA,53161,2016,3000
Eldas,54281,WAJIR WEST,53165,2016,3000
Tarbaj,54282,WAJIR EAST,53162,2016,3000
Wajir East,54283,WAJIR EAST,53162,2016,3000
Wajir North,54284,WAJIR NORTH,53163,2016,3000
Wajir South,54285,WAJIR SOUTH,53164,2016,3000
Wajir West,54286,WAJIR WEST,53165,2016,3000
Kacheliba,54287,POKOT NORTH,53135,2016,3000
Kapenguria,54288,WEST POKOT,53136,2016,3000
Pokot South,54289,POKOT CENTRAL,53134,2016,3000
Sigor,54290,POKOT CENTRAL,53134,2016,3000
Almoustrat,30035,Bourem,29979,2018,3000
Anderamboukane,30036,Menaka,29981,2018,3000
Inekar,30037,Menaka,29981,2018,3000
Tindermen,30038,Menaka,29981,2018,3000
Sagabari,30039,Kita,29986,2016,3000
Sefeto,30040,Kita,29986,2016,3000
Achouratt,30041,Tombouctou,30034,2018,3000
Al-Ourch,30042,Tombouctou,30034,2018,3000
Arawane,30043,Tombouctou,30034,2018,3000
Boujbeha,30044,Tombouctou,30034,2018,3000
Foum-Alba,30045,Tombouctou,30034,2018,3000
Taoudéni,30046,Tombouctou,30034,2018,3000
Ghabou,31091,Selibaby,31057,2019,3000
Benichab,31092,Akjoujt,31068,2019,3000
Macate,33154,Gondola,33152,2016,3000
Vanduze,33161,Manica,33157,2016,3000
Larde,33176,Moma,33184,2016,3000
Liupo,33177,Mogincual,33182,2016,3000
Doa,33229,Mutarara,33235,2016,3000
Marara,33232,Changara,33225,2016,3000
Derre,33240,Morrumbala,33254,2016,3000
Luabo,33245,Chinde,33238,2016,3000
Mocubela,33250,Maganja da Costa,33247,2016,3000
Molubo,33252,Milange,33248,2016,3000
Mulevala,33255,Ile,33243,2016,3000
Chongoene (city),33260,Cidade de Xai-Xai,33128,2016,3000
Mapai (city),33262,Chicualacuala,33125,2016,3000
Arlit,35337,Arlit,35295,2020,3000
Iférouane,35338,Arlit,35295,2020,3000
Tchirozérine,35339,Tchiro,35297,2020,3000
Ingall,35340,Tchiro,35297,2020,3000
Aderbissinat,35341,Tchiro,35297,2020,3000
Diffa,35342,DIFFA,35298,2020,3000
Bosso,35343,DIFFA,35298,2020,3000
Mainé Soroa,35344,MAINE,35299,2020,3000
Goudoumaria,35345,MAINE,35299,2020,3000
N'Guigmi,35346,N GUIGMI,35300,2020,3000
N'Gourti,35347,N GUIGMI,35300,2020,3000
Boboye,35348,Boboye,35301,2020,3000
Falmey,35349,Boboye,35301,2020,3000
Doutchi,35350,Dogondoutchi,35303,2020,3000
Tibiri(Doutchi),35351,Dogondoutchi,35303,2020,3000
Gaya,35352,Gaya,35304,2020,3000
Dioundiou,35353,Gaya,35304,2020,3000
Aguié,35354,Aguie,35306,2020,3000
Gazaoua,35355,Aguie,35306,2020,3000
Dakoro,35356,Dakoro,35307,2020,3000
Bermo,35357,Dakoro,35307,2020,3000
Niamey 1,35358,Niamey 1,35313,2020,3000
Niamey 2,35359,Niamey 1,35313,2020,3000
Niamey 3,35360,Niamey 2,35314,2020,3000
Niamey 4,35361,Niamey 2,35314,2020,3000
Birnin' Konni,35362,BIRNI N'KONNI,35317,2020,3000
Malbaza,35363,BIRNI N'KONNI,35317,2020,3000
Illela,35364,Illela,35319,2020,3000
Bagaroua,35365,Illela,35319,2020,3000
Tahoua,35366,Tahoua dep,35324,2020,3000
Tahoua commune,35367,Tahoua dep,35324,2020,3000
Tchintabaraden,35368,TCHIN TABARADEN,35323,2020,3000
Tassara,35369,TCHIN TABARADEN,35323,2020,3000
Tillia,35370,TCHIN TABARADEN,35323,2020,3000
Fillingue,35371,Filingué,35325,2020,3000
Abala,35372,Filingué,35325,2020,3000
Baleyara,35373,Filingué,35325,2020,3000
Ouallam,35374,Ouallam,35327,2020,3000
Banibangou,35375,Ouallam,35327,2020,3000
Say,35376,Say,35328,2020,3000
Torodi,35377,Say,35328,2020,3000
Tera,35378,Téra,35329,2020,3000
Bankilare,35379,Téra,35329,2020,3000
Gothèye,35380,Téra,35329,2020,3000
Tillaberi,35381,Tillabéri,35330,2020,3000
Ayerou,35382,Tillabéri,35330,2020,3000
Goure,35383,Gouré,35331,2020,3000
Tesker,35384,Gouré,35331,2020,3000
Magaria,35385,Magaria,35332,2020,3000
Dungass,35386,Magaria,35332,2020,3000
Mirriah,35387,Mirriah,35334,2020,3000
Damagaram Takaya,35388,Mirriah,35334,2020,3000
Takeita,35389,Mirriah,35334,2020,3000
Tanout,35390,Tanout,35335,2020,3000
Belbéji,35391,Tanout,35335,2020,3000
Keur Massar,40227,Keur Massar,40153,2020,3000
Yeumbeul,40228,Keur Massar,40153,2020,3000
Sangalkam,40229,Rufisque,40158,2020,3000
Diakhao,40231,Fatick,40165,2020,3000
Karene,42267,Bombali,42256,2020,3000
Falaba,42268,Koinadugu,42258,2020,3000
Alfred Nzo,43267,Eastern Cape,43258,2017,3000
Amatole,43268,Eastern Cape,43258,2017,3000
Buffalo City,43269,Eastern Cape,43258,2017,3000
Chris Hani,43270,Eastern Cape,43258,2017,3000
Ukwahlamba,43271,Eastern Cape,43258,2017,3000
Nelson Mandela,43272,Eastern Cape,43258,2017,3000
O.R.Tambo,43273,Eastern Cape,43258,2017,3000
Sarah Baartman,43274,Eastern Cape,43258,2017,3000
Northern Free State,43275,Free State,43259,2017,3000
Lejweleputswa,43276,Free State,43259,2017,3000
Motheo,43277,Free State,43259,2017,3000
Thabo Mofutsanyane,43278,Free State,43259,2017,3000
Xhariep,43279,Free State,43259,2017,3000
Greater East Rand Metro,43280,Gauteng,43260,2017,3000
City Of Johannesburg,43281,Gauteng,43260,2017,3000
Sedibeng,43282,Gauteng,43260,2017,3000
Tshwane Metropolitan,43283,Gauteng,43260,2017,3000
West Rand,43284,Gauteng,43260,2017,3000
Amajuba,43285,Kwazulu-Natal,43261,2017,3000
Harry Gwala,43286,Kwazulu-Natal,43261,2017,3000
Ugu,43287,Kwazulu-Natal,43261,2017,3000
Umkhanyakude,43288,Kwazulu-Natal,43261,2017,3000
Umzinyathi,43289,Kwazulu-Natal,43261,2017,3000
Uthukela,43290,Kwazulu-Natal,43261,2017,3000
Uthungulu,43291,Kwazulu-Natal,43261,2017,3000
Zululand,43292,Kwazulu-Natal,43261,2017,3000
Durban,43293,Kwazulu-Natal,43261,2017,3000
Ilembe,43294,Kwazulu-Natal,43261,2017,3000
uMgungundlovu,43295,Kwazulu-Natal,43261,2017,3000
Central,43296,Limpopo,43262,2017,3000
Mopani,43297,Limpopo,43262,2017,3000
Sekhukhune,43298,Limpopo,43262,2017,3000
Vhembe,43299,Limpopo,43262,2017,3000
Waterberg,43300,Limpopo,43262,2017,3000
Ehlanzeni,43301,Mpumalanga,43263,2017,3000
Eastvaal,43302,Mpumalanga,43263,2017,3000
Ngankala,43303,Mpumalanga,43263,2017,3000
Bojanala Platinum,43304,North West,43264,2017,3000
Dr Kenneth Kaunda,43305,North West,43264,2017,3000
Ngaka Modiri Molema,43306,North West,43264,2017,3000
Dr Ruth Segomotsi Mompati,43307,North West,43264,2017,3000
Diamantveld,43308,Northern Cape,43265,2017,3000
Kalahari-Kgalagadi,43309,Northern Cape,43265,2017,3000
Namakwa,43310,Northern Cape,43265,2017,3000
Bo-Karoo,43311,Northern Cape,43265,2017,3000
Benede Oranje,43312,Northern Cape,43265,2017,3000
Cape Town,43313,Western Cape,43266,2017,3000
Boland,43314,Western Cape,43266,2017,3000
Central Karoo,43315,Western Cape,43266,2017,3000
Garden Route/Klein Karoo,43316,Western Cape,43266,2017,3000
Overberg,43317,Western Cape,43266,2017,3000
West Coast,43318,Western Cape,43266,2017,3000
Tarime Town Council,46532,Tarime,46531,2016,3000
Dar es Salaam City Council,46623,Ilala Municipal,46466,2016,3000
Kigamboni Municipal Council,46624,Ilala Municipal,46466,2016,3000
Ubungo Municipal Council,46625,Ilala Municipal,46466,2016,3000
Kondoa Town Council,46626,Kondoa,46473,2016,3000
Mpimbwe District Council,46628,Mlele,46494,2016,3000
Mbulu Town Council,46630,Mbulu,46523,2016,3000
Bunda Town Council,46631,Bunda,46525,2016,3000
Ifakara Town Council,46632,Kilombero,46545,2016,3000
Malinyi District Council,46633,Ulanga,46550,2016,3000
Nanyamba District Council,46634,Mtwara,46553,2016,3000
Newala Town Council,46635,Newala,46556,2016,3000
Buchosa District Council,46636,Sengerema,46563,2016,3000
Chalinze District Council,46638,Bagamoyo,46571,2016,3000
Kibiti District Council,46639,Rufiji,46577,2016,3000
Madaba District Council,46640,Songea,46585,2016,3000
Mbinga Town Council,46641,Mbinga,46582,2016,3000
Itigi District Council,46644,Manyoni,46601,2016,3000
Songwe District Council,46645,Mbozi District Council,46540,2016,3000
Nzega Town Council,46646,Nzega,46607,2016,3000
Magharibi B,51902,Magharibi A,51900,2018,3000
MÔ,48706,SOTOUBOUA,48667,2019,3000
SOTOUBOUA,48707,SOTOUBOUA,48667,2019,3000
KPENDJAL,48708,KPENDJAL,48702,2020,3000
KPENDJAL OUEST,48709,KPENDJAL,48702,2020,3000
OTI,48710,OTI,48703,2020,3000
OTI SUD,48711,OTI,48703,2020,3000
GOLFE,48712,GOLFE,48679,2020,3000
AGOE-NYIVE,48713,GOLFE,48679,2020,3000
Omoro,49818,Gulu,49734,2017,3000
Kyotera,49823,Rakai,49807,2019,3000
Butebo,49824,Pallisa,49804,2019,3000
Nabilatuk,49826,Nakapiripirit,49794,2019,3000
Pakwach,49827,Nebbi,49793,2019,3000
Bunyangabu,49828,Kabarole,49742,2019,3000
Rukiga,49829,Kabale,49741,2019,3000
Kassanda,49830,Mubende,49790,2020,3000
Kapelebyong,49832,Amuria,49709,2020,3000
Bugweri,49833,Iganga,49738,2020,3000
Namisindwa,49834,Manafwa,49777,2019,3000
Kwania,49835,Apac,49711,2020,3000
MadI-Okollo,49836,Arua,49712,2020,3000
Karenga,49837,Kaabong,49744,2020,3000
Obongi,49838,Moyo,49782,2020,3000
Kikuube,49839,Hoima,49736,2020,3000
Kitagwenda,49840,Kamwenge,49748,2020,3000
Kazo,49841,Kiruhura,49764,2020,3000
Rwampara,49842,Mbarara,49786,2020,3000
Kalaki,49843,Kaberamaido,49743,2021,3000
Chasefu,53197,Lundazi,50839,2021,3000
Chipangali,53198,Chipata,50837,2021,3000
Kasenengwa,53199,Chipata,50837,2021,3000
Lumezi,53200,Lundazi,50839,2021,3000
Lusangazi,53201,Petauke,50842,2021,3000
Chifunabuli,53202,Samfya,50849,2021,3000
Kanchibaya,53203,Mpika,50869,2021,3000
Lavushimanda,53204,Mpika,50869,2021,3000
Kalumbila,53205,Solwezi,50860,2021,3000
Mushindano,53206,Solwezi,50860,2021,3000
Lunte,53207,Mporokoso,50870,2021,3000
Lupososhi,53208,Luwingu,50867,2021,3000
Senga,53209,Mbala,50868,2021,3000
