"IU_ID","IU_ID_Full","IU_CODE"
54279,"KEN54279","KEN0253554279"
54068,"KEN54068","KEN0253554068"
54026,"KEN54026","KEN0253554026"
54027,"KEN54027","KEN0253554027"
54018,"KEN54018","KEN0253554018"
54017,"KEN54017","KEN0253554017"
54280,"KEN54280","KEN0253554280"
54058,"KEN54058","KEN0253554058"
54062,"KEN54062","KEN0253554062"
54067,"KEN54067","KEN0253554067"
54065,"KEN54065","KEN0253554065"
54066,"KEN54066","KEN0253554066"
54012,"KEN54012","KEN0253554012"
54276,"KEN54276","KEN0253554276"
54278,"KEN54278","KEN0253554278"
54019,"KEN54019","KEN0253554019"
54014,"KEN54014","KEN0253554014"
54020,"KEN54020","KEN0253554020"
54216,"KEN54216","KEN0253454216"
54202,"KEN54202","KEN0253454202"
54001,"KEN54001","KEN0253454001"
54002,"KEN54002","KEN0253454002"
54003,"KEN54003","KEN0253454003"
54217,"KEN54217","KEN0253454217"
54004,"KEN54004","KEN0253454004"
54218,"KEN54218","KEN0253454218"
54204,"KEN54204","KEN0253454204"
54028,"KEN54028","KEN0253454028"
54029,"KEN54029","KEN0253454029"
54206,"KEN54206","KEN0253454206"
54207,"KEN54207","KEN0253454207"
54030,"KEN54030","KEN0253454030"
54031,"KEN54031","KEN0253454031"
54005,"KEN54005","KEN0253454005"
54208,"KEN54208","KEN0253454208"
54219,"KEN54219","KEN0253454219"
54209,"KEN54209","KEN0253454209"
54210,"KEN54210","KEN0253454210"
54211,"KEN54211","KEN0253454211"
54213,"KEN54213","KEN0253454213"
54214,"KEN54214","KEN0253454214"
54240,"KEN54240","KEN0253454240"
54241,"KEN54241","KEN0253454241"
54242,"KEN54242","KEN0253454242"
54215,"KEN54215","KEN0253454215"
54006,"KEN54006","KEN0253454006"
54221,"KEN54221","KEN0253454221"
54220,"KEN54220","KEN0253454220"
25808,"LSO25808","LSO0263625808"
25815,"LSO25815","LSO0264325815"
25814,"LSO25814","LSO0264225814"
25811,"LSO25811","LSO0263925811"
25809,"LSO25809","LSO0263725809"
25816,"LSO25816","LSO0264425816"
25810,"LSO25810","LSO0263825810"
25812,"LSO25812","LSO0264025812"
25817,"LSO25817","LSO0264525817"
25813,"LSO25813","LSO0264125813"
26818,"LBR26818","LBR0274626818"
26819,"LBR26819","LBR0274726819"
26820,"LBR26820","LBR0274826820"
26821,"LBR26821","LBR0274926821"
26822,"LBR26822","LBR0275026822"
26823,"LBR26823","LBR0275126823"
26824,"LBR26824","LBR0275226824"
26825,"LBR26825","LBR0275326825"
26826,"LBR26826","LBR0275426826"
26827,"LBR26827","LBR0275526827"
26828,"LBR26828","LBR0275626828"
26829,"LBR26829","LBR0275726829"
26831,"LBR26831","LBR0275926831"
26830,"LBR26830","LBR0275826830"
26832,"LBR26832","LBR0276026832"
27926,"MDG27926","MDG0288027926"
27847,"MDG27847","MDG0286327847"
27914,"MDG27914","MDG0287727914"
27844,"MDG27844","MDG0286327844"
27873,"MDG27873","MDG0286827873"
27895,"MDG27895","MDG0287327895"
27937,"MDG27937","MDG0288127937"
27877,"MDG27877","MDG0286927877"
27935,"MDG27935","MDG0288127935"
27897,"MDG27897","MDG0287327897"
27904,"MDG27904","MDG0287427904"
27851,"MDG27851","MDG0286427851"
27885,"MDG27885","MDG0287027885"
27932,"MDG27932","MDG0288127932"
27940,"MDG27940","MDG0288227940"
27884,"MDG27884","MDG0287027884"
27883,"MDG27883","MDG0286927883"
27931,"MDG27931","MDG0288027931"
27840,"MDG27840","MDG0286227840"
27834,"MDG27834","MDG0286127834"
27938,"MDG27938","MDG0288227938"
27916,"MDG27916","MDG0287827916"
27878,"MDG27878","MDG0286927878"
27919,"MDG27919","MDG0287827919"
27850,"MDG27850","MDG0286427850"
27890,"MDG27890","MDG0287127890"
27905,"MDG27905","MDG0287527905"
27835,"MDG27835","MDG0286127835"
27872,"MDG27872","MDG0286827872"
27854,"MDG27854","MDG0286427854"
27912,"MDG27912","MDG0287727912"
27858,"MDG27858","MDG0286527858"
27837,"MDG27837","MDG0286127837"
27943,"MDG27943","MDG0288227943"
27896,"MDG27896","MDG0287327896"
27902,"MDG27902","MDG0287427902"
27934,"MDG27934","MDG0288127934"
27886,"MDG27886","MDG0287027886"
27864,"MDG27864","MDG0286727864"
27863,"MDG27863","MDG0286727863"
27924,"MDG27924","MDG0287927924"
27845,"MDG27845","MDG0286327845"
27843,"MDG27843","MDG0286327843"
27901,"MDG27901","MDG0287427901"
27920,"MDG27920","MDG0287827920"
27917,"MDG27917","MDG0287827917"
27894,"MDG27894","MDG0287227894"
27925,"MDG27925","MDG0288027925"
27869,"MDG27869","MDG0286727869"
27941,"MDG27941","MDG0288227941"
27928,"MDG27928","MDG0288027928"
27868,"MDG27868","MDG0286727868"
27913,"MDG27913","MDG0287727913"
27906,"MDG27906","MDG0287527906"
27879,"MDG27879","MDG0286927879"
27898,"MDG27898","MDG0287327898"
27889,"MDG27889","MDG0287127889"
27909,"MDG27909","MDG0287627909"
27865,"MDG27865","MDG0286727865"
27862,"MDG27862","MDG0286627862"
27838,"MDG27838","MDG0286227838"
27888,"MDG27888","MDG0287127888"
27893,"MDG27893","MDG0287227893"
27833,"MDG27833","MDG0286127833"
27946,"MDG27946","MDG0288127946"
27875,"MDG27875","MDG0286827875"
27874,"MDG27874","MDG0286827874"
27849,"MDG27849","MDG0286327849"
27929,"MDG27929","MDG0288027929"
27866,"MDG27866","MDG0286727866"
27918,"MDG27918","MDG0287827918"
27930,"MDG27930","MDG0288027930"
27933,"MDG27933","MDG0288127933"
27876,"MDG27876","MDG0286827876"
27910,"MDG27910","MDG0287627910"
27842,"MDG27842","MDG0286327842"
27911,"MDG27911","MDG0287727911"
27848,"MDG27848","MDG0286327848"
27900,"MDG27900","MDG0287427900"
27855,"MDG27855","MDG0286427855"
27899,"MDG27899","MDG0287327899"
27871,"MDG27871","MDG0286727871"
27908,"MDG27908","MDG0287627908"
27907,"MDG27907","MDG0287527907"
27859,"MDG27859","MDG0286527859"
27891,"MDG27891","MDG0287127891"
27887,"MDG27887","MDG0287127887"
27852,"MDG27852","MDG0286427852"
27939,"MDG27939","MDG0288227939"
27882,"MDG27882","MDG0286927882"
27942,"MDG27942","MDG0288227942"
27846,"MDG27846","MDG0286327846"
27839,"MDG27839","MDG0286227839"
27915,"MDG27915","MDG0287727915"
27861,"MDG27861","MDG0286627861"
27927,"MDG27927","MDG0288027927"
27921,"MDG27921","MDG0287927921"
27923,"MDG27923","MDG0287927923"
27867,"MDG27867","MDG0286727867"
27841,"MDG27841","MDG0286227841"
27857,"MDG27857","MDG0286527857"
27836,"MDG27836","MDG0286127836"
27880,"MDG27880","MDG0286927880"
27892,"MDG27892","MDG0287127892"
27870,"MDG27870","MDG0286727870"
27856,"MDG27856","MDG0286527856"
27860,"MDG27860","MDG0286627860"
27945,"MDG27945","MDG0287427945"
27853,"MDG27853","MDG0286427853"
27922,"MDG27922","MDG0287927922"
27881,"MDG27881","MDG0286927881"
27903,"MDG27903","MDG0287427903"
27944,"MDG27944","MDG0287427944"
27936,"MDG27936","MDG0288127936"
28954,"MWI28954","MWI0298828954"
28971,"MWI28971","MWI0298628971"
28972,"MWI28972","MWI0298728972"
28951,"MWI28951","MWI0298728951"
28948,"MWI28948","MWI0298728948"
28968,"MWI28968","MWI0298728968"
28962,"MWI28962","MWI0298728962"
28952,"MWI28952","MWI0298828952"
28957,"MWI28957","MWI0298828957"
28963,"MWI28963","MWI0298828963"
28966,"MWI28966","MWI0298828966"
28950,"MWI28950","MWI0298828950"
28969,"MWI28969","MWI0298828969"
28949,"MWI28949","MWI0298828949"
28965,"MWI28965","MWI0298828965"
28961,"MWI28961","MWI0298628961"
28959,"MWI28959","MWI0298628959"
28947,"MWI28947","MWI0298628947"
28964,"MWI28964","MWI0298628964"
28946,"MWI28946","MWI0298628946"
28945,"MWI28945","MWI0298628945"
28970,"MWI28970","MWI0298628970"
28944,"MWI28944","MWI0298628944"
28958,"MWI28958","MWI0298628958"
28967,"MWI28967","MWI0298628967"
28955,"MWI28955","MWI0298628955"
28956,"MWI28956","MWI0298628956"
28953,"MWI28953","MWI0299228953"
28973,"MWI28973","MWI0298728973"
31067,"MRT31067","MRT0322731067"
31060,"MRT31060","MRT0322631060"
31065,"MRT31065","MRT0322731065"
31058,"MRT31058","MRT0322631058"
31040,"MRT31040","MRT0322131040"
31066,"MRT31066","MRT0322731066"
31081,"MRT31081","MRT0323131081"
31082,"MRT31082","MRT0323131082"
31037,"MRT31037","MRT0322031037"
31038,"MRT31038","MRT0322031038"
31083,"MRT31083","MRT0323131083"
31036,"MRT31036","MRT0322031036"
31051,"MRT31051","MRT0322331051"
31068,"MRT31068","MRT0322831068"
31035,"MRT31035","MRT0322031035"
31079,"MRT31079","MRT0323031079"
31080,"MRT31080","MRT0323031080"
31078,"MRT31078","MRT0323031078"
31070,"MRT31070","MRT0322931070"
31064,"MRT31064","MRT0322731064"
31044,"MRT31044","MRT0322131044"
31042,"MRT31042","MRT0322131042"
31061,"MRT31061","MRT0322631061"
31063,"MRT31063","MRT0322631063"
31059,"MRT31059","MRT0322631059"
31084,"MRT31084","MRT0323231084"
31087,"MRT31087","MRT0323231087"
31049,"MRT31049","MRT0322231049"
31086,"MRT31086","MRT0323231086"
31045,"MRT31045","MRT0322231045"
31088,"MRT31088","MRT0323231088"
31039,"MRT31039","MRT0322131039"
31085,"MRT31085","MRT0323231085"
31089,"MRT31089","MRT0323231089"
31055,"MRT31055","MRT0322431055"
31047,"MRT31047","MRT0322231047"
31046,"MRT31046","MRT0322231046"
31053,"MRT31053","MRT0322431053"
31048,"MRT31048","MRT0322231048"
31052,"MRT31052","MRT0322431052"
31043,"MRT31043","MRT0322131043"
31056,"MRT31056","MRT0322531056"
31054,"MRT31054","MRT0322431054"
31057,"MRT31057","MRT0322531057"
31062,"MRT31062","MRT0322631062"
31050,"MRT31050","MRT0322331050"
31075,"MRT31075","MRT0322931075"
31074,"MRT31074","MRT0322931074"
31071,"MRT31071","MRT0322931071"
31072,"MRT31072","MRT0322931072"
31069,"MRT31069","MRT0322931069"
31073,"MRT31073","MRT0322931073"
31076,"MRT31076","MRT0322931076"
31077,"MRT31077","MRT0322931077"
31091,"MRT31091","MRT0322531091"
31092,"MRT31092","MRT0322831092"
32090,"MUS32090","MUS0333332090"
32091,"MUS32091","MUS0333432091"
32092,"MUS32092","MUS0333532092"
32093,"MUS32093","MUS0333632093"
32094,"MUS32094","MUS0333732094"
32095,"MUS32095","MUS0333832095"
32096,"MUS32096","MUS0333932096"
32097,"MUS32097","MUS0334032097"
32099,"MUS32099","MUS0334232099"
32098,"MUS32098","MUS0334132098"
33254,"MOZ33254","MOZ0345333254"
33238,"MOZ33238","MOZ0345333238"
33209,"MOZ33209","MOZ0345033209"
33134,"MOZ33134","MOZ0344533134"
33142,"MOZ33142","MOZ0344633142"
33203,"MOZ33203","MOZ0345033203"
33101,"MOZ33101","MOZ0344333101"
33257,"MOZ33257","MOZ0345333257"
33230,"MOZ33230","MOZ0345233230"
33145,"MOZ33145","MOZ0344633145"
33139,"MOZ33139","MOZ0344633139"
33223,"MOZ33223","MOZ0345233223"
33144,"MOZ33144","MOZ0344633144"
33112,"MOZ33112","MOZ0344333112"
33214,"MOZ33214","MOZ0345133214"
33171,"MOZ33171","MOZ0344933171"
33204,"MOZ33204","MOZ0345033204"
33217,"MOZ33217","MOZ0345133217"
33260,"MOZ33260","MOZ0344533260"
33234,"MOZ33234","MOZ0345233234"
33166,"MOZ33166","MOZ0344833166"
33162,"MOZ33162","MOZ0344833162"
33222,"MOZ33222","MOZ0345133222"
33140,"MOZ33140","MOZ0344633140"
33211,"MOZ33211","MOZ0345133211"
33190,"MOZ33190","MOZ0344933190"
33196,"MOZ33196","MOZ0345033196"
33258,"MOZ33258","MOZ0345333258"
33111,"MOZ33111","MOZ0344333111"
33157,"MOZ33157","MOZ0344733157"
33262,"MOZ33262","MOZ0344533262"
33219,"MOZ33219","MOZ0345133219"
33187,"MOZ33187","MOZ0344933187"
33237,"MOZ33237","MOZ0345233237"
33159,"MOZ33159","MOZ0344733159"
33158,"MOZ33158","MOZ0344733158"
33185,"MOZ33185","MOZ0344933185"
33184,"MOZ33184","MOZ0344933184"
33197,"MOZ33197","MOZ0345033197"
33225,"MOZ33225","MOZ0345233225"
33110,"MOZ33110","MOZ0344333110"
33130,"MOZ33130","MOZ0344533130"
33147,"MOZ33147","MOZ0344633147"
33180,"MOZ33180","MOZ0344933180"
33152,"MOZ33152","MOZ0344733152"
33182,"MOZ33182","MOZ0344933182"
33136,"MOZ33136","MOZ0344633136"
33168,"MOZ33168","MOZ0344833168"
33248,"MOZ33248","MOZ0345333248"
33141,"MOZ33141","MOZ0344633141"
33220,"MOZ33220","MOZ0345133220"
33224,"MOZ33224","MOZ0345233224"
33243,"MOZ33243","MOZ0345333243"
33210,"MOZ33210","MOZ0345133210"
33186,"MOZ33186","MOZ0344933186"
33193,"MOZ33193","MOZ0344933193"
33233,"MOZ33233","MOZ0345233233"
33108,"MOZ33108","MOZ0344333108"
33131,"MOZ33131","MOZ0344533131"
33127,"MOZ33127","MOZ0344533127"
33104,"MOZ33104","MOZ0344333104"
33231,"MOZ33231","MOZ0345233231"
33201,"MOZ33201","MOZ0345033201"
33246,"MOZ33246","MOZ0345333246"
33148,"MOZ33148","MOZ0344633148"
33137,"MOZ33137","MOZ0344633137"
33216,"MOZ33216","MOZ0345133216"
33227,"MOZ33227","MOZ0345233227"
33100,"MOZ33100","MOZ0344333100"
33155,"MOZ33155","MOZ0344733155"
33249,"MOZ33249","MOZ0345333249"
33138,"MOZ33138","MOZ0344633138"
33181,"MOZ33181","MOZ0344933181"
33202,"MOZ33202","MOZ0345033202"
33173,"MOZ33173","MOZ0344933173"
33105,"MOZ33105","MOZ0344333105"
33253,"MOZ33253","MOZ0345333253"
33188,"MOZ33188","MOZ0344933188"
33113,"MOZ33113","MOZ0344333113"
33109,"MOZ33109","MOZ0344333109"
33226,"MOZ33226","MOZ0345233226"
33205,"MOZ33205","MOZ0345033205"
33236,"MOZ33236","MOZ0345233236"
33192,"MOZ33192","MOZ0344933192"
33212,"MOZ33212","MOZ0345133212"
33241,"MOZ33241","MOZ0345333241"
33179,"MOZ33179","MOZ0344933179"
33206,"MOZ33206","MOZ0345033206"
33143,"MOZ33143","MOZ0344633143"
33242,"MOZ33242","MOZ0345333242"
33183,"MOZ33183","MOZ0344933183"
33199,"MOZ33199","MOZ0345033199"
33256,"MOZ33256","MOZ0345333256"
33218,"MOZ33218","MOZ0345133218"
33129,"MOZ33129","MOZ0344533129"
33114,"MOZ33114","MOZ0344333114"
33107,"MOZ33107","MOZ0344333107"
33149,"MOZ33149","MOZ0344633149"
33146,"MOZ33146","MOZ0344633146"
33200,"MOZ33200","MOZ0345033200"
33178,"MOZ33178","MOZ0344933178"
33115,"MOZ33115","MOZ0344333115"
33221,"MOZ33221","MOZ0345133221"
33198,"MOZ33198","MOZ0345033198"
33195,"MOZ33195","MOZ0345033195"
33213,"MOZ33213","MOZ0345133213"
33106,"MOZ33106","MOZ0344333106"
33247,"MOZ33247","MOZ0345333247"
33102,"MOZ33102","MOZ0344333102"
33259,"MOZ33259","MOZ0345333259"
33175,"MOZ33175","MOZ0344933175"
33160,"MOZ33160","MOZ0344733160"
33156,"MOZ33156","MOZ0344733156"
33191,"MOZ33191","MOZ0344933191"
33208,"MOZ33208","MOZ0345033208"
33229,"MOZ33229","MOZ0345233229"
33150,"MOZ33150","MOZ0344733150"
33153,"MOZ33153","MOZ0344733153"
33207,"MOZ33207","MOZ0345033207"
33116,"MOZ33116","MOZ0344333116"
33251,"MOZ33251","MOZ0345333251"
33172,"MOZ33172","MOZ0344933172"
33194,"MOZ33194","MOZ0345033194"
33151,"MOZ33151","MOZ0344733151"
33244,"MOZ33244","MOZ0345333244"
33239,"MOZ33239","MOZ0345333239"
33215,"MOZ33215","MOZ0345133215"
33103,"MOZ33103","MOZ0344333103"
33174,"MOZ33174","MOZ0344933174"
33176,"MOZ33176","MOZ0344933176"
33177,"MOZ33177","MOZ0344933177"
33189,"MOZ33189","MOZ0344933189"
33240,"MOZ33240","MOZ0345333240"
33245,"MOZ33245","MOZ0345333245"
33250,"MOZ33250","MOZ0345333250"
33252,"MOZ33252","MOZ0345333252"
33255,"MOZ33255","MOZ0345333255"
33228,"MOZ33228","MOZ0345233228"
33235,"MOZ33235","MOZ0345233235"
33232,"MOZ33232","MOZ0345233232"
33154,"MOZ33154","MOZ0344733154"
33161,"MOZ33161","MOZ0344733161"
33118,"MOZ33118","MOZ0344433118"
33117,"MOZ33117","MOZ0344433117"
33163,"MOZ33163","MOZ0344833163"
33120,"MOZ33120","MOZ0344433120"
33123,"MOZ33123","MOZ0344433123"
33122,"MOZ33122","MOZ0344433122"
33119,"MOZ33119","MOZ0344433119"
33167,"MOZ33167","MOZ0344833167"
33121,"MOZ33121","MOZ0344433121"
33169,"MOZ33169","MOZ0344833169"
33164,"MOZ33164","MOZ0344833164"
33098,"MOZ33098","MOZ0344833098"
33165,"MOZ33165","MOZ0344833165"
33124,"MOZ33124","MOZ0344533124"
33132,"MOZ33132","MOZ0344533132"
33135,"MOZ33135","MOZ0344533135"
33128,"MOZ33128","MOZ0344533128"
33133,"MOZ33133","MOZ0344533133"
33125,"MOZ33125","MOZ0344533125"
33126,"MOZ33126","MOZ0344533126"
34260,"NAM34260","NAM0355434260"
34261,"NAM34261","NAM0355534261"
34262,"NAM34262","NAM0355534262"
34263,"NAM34263","NAM0355534263"
34264,"NAM34264","NAM0355534264"
34265,"NAM34265","NAM0355634265"
34266,"NAM34266","NAM0355634266"
34267,"NAM34267","NAM0355634267"
34268,"NAM34268","NAM0355734268"
34269,"NAM34269","NAM0355734269"
34270,"NAM34270","NAM0355734270"
34271,"NAM34271","NAM0355834271"
34272,"NAM34272","NAM0355834272"
34273,"NAM34273","NAM0355834273"
34274,"NAM34274","NAM0355834274"
34275,"NAM34275","NAM0355834275"
34276,"NAM34276","NAM0355934276"
34277,"NAM34277","NAM0356034277"
34278,"NAM34278","NAM0356034278"
34279,"NAM34279","NAM0356034279"
34280,"NAM34280","NAM0356134280"
34281,"NAM34281","NAM0356134281"
34282,"NAM34282","NAM0356234282"
34283,"NAM34283","NAM0356334283"
34284,"NAM34284","NAM0356334284"
34285,"NAM34285","NAM0356334285"
34286,"NAM34286","NAM0356334286"
34287,"NAM34287","NAM0356434287"
34288,"NAM34288","NAM0356534288"
34289,"NAM34289","NAM0356534289"
34290,"NAM34290","NAM0356634290"
34291,"NAM34291","NAM0356634291"
34292,"NAM34292","NAM0356634292"
34293,"NAM34293","NAM0356634293"
35372,"NER35372","NER0367335372"
35316,"NER35316","NER0367235316"
35341,"NER35341","NER0366735341"
35354,"NER35354","NER0367035354"
35337,"NER35337","NER0366735337"
35382,"NER35382","NER0367335382"
35365,"NER35365","NER0367235365"
35373,"NER35373","NER0367335373"
35375,"NER35375","NER0367335375"
35379,"NER35379","NER0367335379"
35391,"NER35391","NER0367435391"
35357,"NER35357","NER0367035357"
35296,"NER35296","NER0366735296"
35362,"NER35362","NER0367235362"
35348,"NER35348","NER0366835348"
35343,"NER35343","NER0366835343"
35318,"NER35318","NER0367235318"
35356,"NER35356","NER0367035356"
35388,"NER35388","NER0367435388"
35342,"NER35342","NER0366835342"
35353,"NER35353","NER0366835353"
35350,"NER35350","NER0366835350"
35302,"NER35302","NER0366835302"
35386,"NER35386","NER0367435386"
35349,"NER35349","NER0366835349"
35371,"NER35371","NER0367335371"
35352,"NER35352","NER0366835352"
35355,"NER35355","NER0367035355"
35380,"NER35380","NER0367335380"
35345,"NER35345","NER0366835345"
35383,"NER35383","NER0367435383"
35308,"NER35308","NER0367035308"
35338,"NER35338","NER0366735338"
35364,"NER35364","NER0367235364"
35340,"NER35340","NER0366735340"
35333,"NER35333","NER0367435333"
35320,"NER35320","NER0367235320"
35326,"NER35326","NER0367335326"
35305,"NER35305","NER0366835305"
35321,"NER35321","NER0367235321"
35309,"NER35309","NER0367035309"
35385,"NER35385","NER0367435385"
35344,"NER35344","NER0366835344"
35363,"NER35363","NER0367235363"
35310,"NER35310","NER0367035310"
35311,"NER35311","NER0367035311"
35387,"NER35387","NER0367435387"
35347,"NER35347","NER0366835347"
35346,"NER35346","NER0366835346"
35360,"NER35360","NER0367135360"
35374,"NER35374","NER0367335374"
35376,"NER35376","NER0367335376"
35366,"NER35366","NER0367235366"
35389,"NER35389","NER0367435389"
35390,"NER35390","NER0367435390"
35369,"NER35369","NER0367235369"
35368,"NER35368","NER0367235368"
35294,"NER35294","NER0366735294"
35378,"NER35378","NER0367335378"
35384,"NER35384","NER0367435384"
35312,"NER35312","NER0367035312"
35351,"NER35351","NER0366835351"
35381,"NER35381","NER0367335381"
35370,"NER35370","NER0367235370"
35377,"NER35377","NER0367335377"
35367,"NER35367","NER0367235367"
35336,"NER35336","NER0367435336"
35339,"NER35339","NER0366735339"
35315,"NER35315","NER0367135315"
35359,"NER35359","NER0367135359"
35358,"NER35358","NER0367135358"
35361,"NER35361","NER0367135361"
36751,"NGA36751","NGA0379536751"
36752,"NGA36752","NGA0379536752"
36753,"NGA36753","NGA0379536753"
36754,"NGA36754","NGA0379536754"
36755,"NGA36755","NGA0379536755"
36757,"NGA36757","NGA0379536757"
36758,"NGA36758","NGA0379536758"
36756,"NGA36756","NGA0379536756"
36463,"NGA36463","NGA0378136463"
36771,"NGA36771","NGA0379536771"
36772,"NGA36772","NGA0379536772"
36773,"NGA36773","NGA0379536773"
36774,"NGA36774","NGA0379536774"
36775,"NGA36775","NGA0379536775"
36776,"NGA36776","NGA0379536776"
36777,"NGA36777","NGA0379536777"
36778,"NGA36778","NGA0379536778"
36779,"NGA36779","NGA0379536779"
36780,"NGA36780","NGA0379536780"
36781,"NGA36781","NGA0379536781"
36782,"NGA36782","NGA0379536782"
36783,"NGA36783","NGA0379536783"
36784,"NGA36784","NGA0379636784"
36785,"NGA36785","NGA0379636785"
36786,"NGA36786","NGA0379636786"
36787,"NGA36787","NGA0379636787"
36788,"NGA36788","NGA0379636788"
36789,"NGA36789","NGA0379636789"
36790,"NGA36790","NGA0379636790"
36791,"NGA36791","NGA0379636791"
36802,"NGA36802","NGA0379636802"
36792,"NGA36792","NGA0379636792"
36793,"NGA36793","NGA0379636793"
36794,"NGA36794","NGA0379636794"
36795,"NGA36795","NGA0379636795"
36796,"NGA36796","NGA0379636796"
36797,"NGA36797","NGA0379636797"
36798,"NGA36798","NGA0379636798"
36799,"NGA36799","NGA0379636799"
36350,"NGA36350","NGA0377536350"
36352,"NGA36352","NGA0377536352"
36353,"NGA36353","NGA0377536353"
37038,"NGA37038","NGA0380737038"
37039,"NGA37039","NGA0380737039"
36635,"NGA36635","NGA0379136635"
36939,"NGA36939","NGA0380436939"
36942,"NGA36942","NGA0380436942"
36943,"NGA36943","NGA0380436943"
36944,"NGA36944","NGA0380436944"
36945,"NGA36945","NGA0380436945"
36946,"NGA36946","NGA0380436946"
36947,"NGA36947","NGA0380436947"
36949,"NGA36949","NGA0380436949"
36950,"NGA36950","NGA0380436950"
36951,"NGA36951","NGA0380436951"
36948,"NGA36948","NGA0380436948"
36952,"NGA36952","NGA0380436952"
36953,"NGA36953","NGA0380436953"
36954,"NGA36954","NGA0380436954"
36955,"NGA36955","NGA0380436955"
36956,"NGA36956","NGA0380436956"
36957,"NGA36957","NGA0380436957"
36958,"NGA36958","NGA0380436958"
36959,"NGA36959","NGA0380436959"
36960,"NGA36960","NGA0380436960"
36961,"NGA36961","NGA0380436961"
36962,"NGA36962","NGA0380436962"
36963,"NGA36963","NGA0380436963"
36964,"NGA36964","NGA0380436964"
36965,"NGA36965","NGA0380436965"
36967,"NGA36967","NGA0380436967"
36966,"NGA36966","NGA0380436966"
36968,"NGA36968","NGA0380536968"
36634,"NGA36634","NGA0379136634"
36633,"NGA36633","NGA0379136633"
36575,"NGA36575","NGA0378636575"
36576,"NGA36576","NGA0378636576"
36577,"NGA36577","NGA0378636577"
36442,"NGA36442","NGA0377936442"
36443,"NGA36443","NGA0377936443"
36444,"NGA36444","NGA0377936444"
36445,"NGA36445","NGA0377936445"
36446,"NGA36446","NGA0377936446"
36447,"NGA36447","NGA0378036447"
36827,"NGA36827","NGA0379836827"
36341,"NGA36341","NGA0377536341"
36342,"NGA36342","NGA0377536342"
36343,"NGA36343","NGA0377536343"
36344,"NGA36344","NGA0377536344"
36345,"NGA36345","NGA0377536345"
37062,"NGA37062","NGA0380837062"
37063,"NGA37063","NGA0380837063"
37064,"NGA37064","NGA0380937064"
37065,"NGA37065","NGA0380937065"
37105,"NGA37105","NGA0381137105"
37106,"NGA37106","NGA0381137106"
37107,"NGA37107","NGA0381137107"
37108,"NGA37108","NGA0381137108"
36496,"NGA36496","NGA0378236496"
36497,"NGA36497","NGA0378236497"
36481,"NGA36481","NGA0378236481"
36482,"NGA36482","NGA0378236482"
36483,"NGA36483","NGA0378236483"
36484,"NGA36484","NGA0378236484"
36485,"NGA36485","NGA0378236485"
36486,"NGA36486","NGA0378236486"
36487,"NGA36487","NGA0378236487"
36569,"NGA36569","NGA0378636569"
36570,"NGA36570","NGA0378636570"
36571,"NGA36571","NGA0378636571"
36572,"NGA36572","NGA0378636572"
36573,"NGA36573","NGA0378636573"
36892,"NGA36892","NGA0380136892"
36893,"NGA36893","NGA0380136893"
36894,"NGA36894","NGA0380136894"
36895,"NGA36895","NGA0380136895"
36896,"NGA36896","NGA0380136896"
36897,"NGA36897","NGA0380136897"
36898,"NGA36898","NGA0380136898"
36899,"NGA36899","NGA0380136899"
36900,"NGA36900","NGA0380236900"
36901,"NGA36901","NGA0380236901"
36721,"NGA36721","NGA0379436721"
36722,"NGA36722","NGA0379436722"
36723,"NGA36723","NGA0379436723"
36724,"NGA36724","NGA0379436724"
36725,"NGA36725","NGA0379436725"
36759,"NGA36759","NGA0379536759"
36760,"NGA36760","NGA0379536760"
36761,"NGA36761","NGA0379536761"
36762,"NGA36762","NGA0379536762"
36578,"NGA36578","NGA0378636578"
36579,"NGA36579","NGA0378736579"
36581,"NGA36581","NGA0378736581"
36582,"NGA36582","NGA0378736582"
36583,"NGA36583","NGA0378736583"
36584,"NGA36584","NGA0378736584"
36585,"NGA36585","NGA0378736585"
36580,"NGA36580","NGA0378736580"
36586,"NGA36586","NGA0378736586"
36587,"NGA36587","NGA0378736587"
36588,"NGA36588","NGA0378736588"
36589,"NGA36589","NGA0378736589"
36590,"NGA36590","NGA0378736590"
36591,"NGA36591","NGA0378736591"
36592,"NGA36592","NGA0378736592"
36593,"NGA36593","NGA0378736593"
36594,"NGA36594","NGA0378736594"
36595,"NGA36595","NGA0378836595"
36596,"NGA36596","NGA0378836596"
36597,"NGA36597","NGA0378836597"
36598,"NGA36598","NGA0378836598"
36599,"NGA36599","NGA0378836599"
36600,"NGA36600","NGA0378836600"
36601,"NGA36601","NGA0378836601"
36602,"NGA36602","NGA0378836602"
36603,"NGA36603","NGA0378836603"
36604,"NGA36604","NGA0378836604"
36605,"NGA36605","NGA0378836605"
36606,"NGA36606","NGA0378836606"
36607,"NGA36607","NGA0378836607"
36608,"NGA36608","NGA0378836608"
36609,"NGA36609","NGA0378836609"
36610,"NGA36610","NGA0378836610"
36611,"NGA36611","NGA0378836611"
36613,"NGA36613","NGA0378936613"
36480,"NGA36480","NGA0378236480"
36499,"NGA36499","NGA0378236499"
36500,"NGA36500","NGA0378236500"
36501,"NGA36501","NGA0378236501"
36502,"NGA36502","NGA0378236502"
36503,"NGA36503","NGA0378236503"
37055,"NGA37055","NGA0380837055"
37057,"NGA37057","NGA0380837057"
37056,"NGA37056","NGA0380837056"
37058,"NGA37058","NGA0380837058"
