Time,age_start,age_end,measure,draw_0,draw_1,draw_2,draw_3,draw_4,draw_5,draw_6,draw_7,draw_8,draw_9,draw_10,draw_11,draw_12,draw_13,draw_14,draw_15,draw_16,draw_17,draw_18,draw_19,draw_20,draw_21,draw_22,draw_23,draw_24,draw_25,draw_26,draw_27,draw_28,draw_29,draw_30,draw_31,draw_32,draw_33,draw_34,draw_35,draw_36,draw_37,draw_38,draw_39,draw_40,draw_41,draw_42,draw_43,draw_44,draw_45,draw_46,draw_47,draw_48,draw_49,draw_50,draw_51,draw_52,draw_53,draw_54,draw_55,draw_56,draw_57,draw_58,draw_59,draw_60,draw_61,draw_62,draw_63,draw_64,draw_65,draw_66,draw_67,draw_68,draw_69,draw_70,draw_71,draw_72,draw_73,draw_74,draw_75,draw_76,draw_77,draw_78,draw_79,draw_80,draw_81,draw_82,draw_83,draw_84,draw_85,draw_86,draw_87,draw_88,draw_89,draw_90,draw_91,draw_92,draw_93,draw_94,draw_95,draw_96,draw_97,draw_98,draw_99,draw_100,draw_101,draw_102,draw_103,draw_104,draw_105,draw_106,draw_107,draw_108,draw_109,draw_110,draw_111,draw_112,draw_113,draw_114,draw_115,draw_116,draw_117,draw_118,draw_119,draw_120,draw_121,draw_122,draw_123,draw_124,draw_125,draw_126,draw_127,draw_128,draw_129,draw_130,draw_131,draw_132,draw_133,draw_134,draw_135,draw_136,draw_137,draw_138,draw_139,draw_140,draw_141,draw_142,draw_143,draw_144,draw_145,draw_146,draw_147,draw_148,draw_149,draw_150,draw_151,draw_152,draw_153,draw_154,draw_155,draw_156,draw_157,draw_158,draw_159,draw_160,draw_161,draw_162,draw_163,draw_164,draw_165,draw_166,draw_167,draw_168,draw_169,draw_170,draw_171,draw_172,draw_173,draw_174,draw_175,draw_176,draw_177,draw_178,draw_179,draw_180,draw_181,draw_182,draw_183,draw_184,draw_185,draw_186,draw_187,draw_188,draw_189,draw_190,draw_191,draw_192,draw_193,draw_194,draw_195,draw_196,draw_197,draw_198,draw_199
1996,1,9,prevalence,0.0015723270440251573,0.0,0.0,0.0,0.0031496062992125984,0.0,0.0016556291390728477,0.0,0.0017152658662092624,0.003129890453834116,0.0,0.0016233766233766235,0.0,0.001694915254237288,0.006568144499178982,0.0,0.0047694753577106515,0.0078125,0.0015290519877675841,0.0,0.0,0.006024096385542169,0.0,0.0016556291390728477,0.023183925811437404,0.0016339869281045752,0.001524390243902439,0.0049261083743842365,0.0,0.017214397496087636,0.001652892561983471,0.0015625,0.0032733224222585926,0.0015082956259426848,0.0,0.006349206349206349,0.003129890453834116,0.0030959752321981426,0.006144393241167435,0.003284072249589491,0.00338409475465313,0.00819672131147541,0.004491017964071856,0.015306122448979591,0.0,0.004545454545454545,0.003134796238244514,0.0,0.0016501650165016502,0.0015105740181268882,0.004573170731707317,0.0014749262536873156,0.0016611295681063123,0.0,0.001564945226917058,0.004497751124437781,0.001607717041800643,0.0,0.0,0.006024096385542169,0.010248901903367497,0.0015290519877675841,0.0030959752321981426,0.0,0.0,0.0,0.0016129032258064516,0.0015822784810126582,0.0,0.0,0.0,0.0016501650165016502,0.0,0.0,0.0016207455429497568,0.003105590062111801,0.0,0.0016233766233766235,0.0014771048744460858,0.003205128205128205,0.0031847133757961785,0.0,0.0,0.006230529595015576,0.004615384615384616,0.005042016806722689,0.0029940119760479044,0.0015600624024961,0.00291970802919708,0.0015552099533437014,0.0031746031746031746,0.0,0.0015503875968992248,0.0015455950540958269,0.00463678516228748,0.0,0.0,0.0,0.0030349013657056147,0.006144393241167435,0.0,0.0015503875968992248,0.003205128205128205,0.0,0.0015873015873015873,0.0015527950310559005,0.0,0.058208955223880594,0.0,0.0,0.0,0.0,0.0031007751937984496,0.0,0.0,0.004792332268370607,0.0014749262536873156,0.011419249592169658,0.002911208151382824,0.0,0.0,0.0014992503748125937,0.0,0.0015455950540958269,0.0016260162601626016,0.001557632398753894,0.0,0.0031746031746031746,0.0,0.00303951367781155,0.006349206349206349,0.0015772870662460567,0.0,0.004878048780487805,0.004784688995215311,0.0,0.0,0.0,0.0,0.0,0.0032102728731942215,0.0,0.0,0.0032679738562091504,0.0015479876160990713,0.001652892561983471,0.0016260162601626016,0.010687022900763359,0.0015082956259426848,0.0,0.0,0.0016051364365971107,0.0015625,0.0,0.0,0.0,0.0032414910858995136,0.0016666666666666668,0.0015151515151515152,0.0015723270440251573,0.0030816640986132513,0.0,0.0015873015873015873,0.004524886877828055,0.004573170731707317,0.0,0.0029850746268656717,0.0,0.0,0.001483679525222552,0.0015600624024961,0.0015552099533437014,0.0015432098765432098,0.0015923566878980893,0.001669449081803005,0.0030864197530864196,0.0016260162601626016,0.0015723270440251573,0.0,0.0,0.0,0.001564945226917058,0.006269592476489028,0.0015015015015015015,0.0,0.0016155088852988692,0.0,0.0,0.0015723270440251573,0.0030721966205837174,0.0046439628482972135,0.0,0.0,0.0016501650165016502,0.001567398119122257,0.0,0.0,0.0015082956259426848,0.0,0.004724409448818898
1997,1,9,prevalence,0.0017035775127768314,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0017421602787456446,0.003683241252302026,0.001692047377326565,0.0,0.0017006802721088435,0.004893964110929853,0.0,0.00333889816360601,0.0016501650165016502,0.004942339373970346,0.008156606851549755,0.0,0.0,0.0,0.010736196319018405,0.0,0.0017391304347826088,0.01757188498402556,0.0,0.001584786053882726,0.0033222591362126247,0.0,0.009966777408637873,0.0016611295681063123,0.0016155088852988692,0.00530035335689046,0.0015360983102918587,0.0,0.004807692307692308,0.0016420361247947454,0.003289473684210526,0.01288244766505636,0.0016666666666666668,0.005199306759098787,0.008488964346349746,0.004792332268370607,0.016129032258064516,0.0,0.0046439628482972135,0.0016286644951140066,0.0,0.001652892561983471,0.0015822784810126582,0.0016129032258064516,0.0015408320493066256,0.0,0.0016863406408094434,0.001669449081803005,0.004694835680751174,0.0,0.0,0.0,0.004615384615384616,0.0030441400304414,0.0,0.004746835443037975,0.0,0.0,0.0,0.001652892561983471,0.001584786053882726,0.0,0.001652892561983471,0.0,0.0017730496453900709,0.0,0.0,0.0,0.0016313213703099511,0.0,0.003395585738539898,0.0,0.006688963210702341,0.0016835016835016834,0.0,0.0,0.0031397174254317113,0.004838709677419355,0.0053285968028419185,0.003205128205128205,0.0,0.0030211480362537764,0.0,0.0016181229773462784,0.0,0.0,0.001589825119236884,0.00473186119873817,0.0,0.0,0.0,0.005050505050505051,0.00473186119873817,0.0,0.0,0.0016611295681063123,0.0,0.003284072249589491,0.0016,0.0,0.03307086614173228,0.0,0.0,0.0032258064516129032,0.0,0.003257328990228013,0.0,0.0,0.0032733224222585926,0.001524390243902439,0.008291873963515755,0.0014858841010401188,0.0,0.0,0.001567398119122257,0.0,0.0016181229773462784,0.0016750418760469012,0.0016750418760469012,0.0,0.0032948929159802307,0.0,0.0,0.00641025641025641,0.003169572107765452,0.0016313213703099511,0.0050335570469798654,0.003284072249589491,0.0017123287671232876,0.0,0.001697792869269949,0.0,0.0,0.0032948929159802307,0.0,0.0,0.00641025641025641,0.0016638935108153079,0.0017761989342806395,0.003278688524590164,0.0031545741324921135,0.0046801872074883,0.0,0.0,0.003316749585406302,0.0016233766233766235,0.0,0.0,0.0,0.0016806722689075631,0.0,0.0014947683109118087,0.0016420361247947454,0.003246753246753247,0.0,0.0016051364365971107,0.0016155088852988692,0.0031545741324921135,0.0,0.00322061191626409,0.0,0.0,0.0015220700152207,0.0015822784810126582,0.0032310177705977385,0.0015748031496062992,0.0016750418760469012,0.0,0.0016474464579901153,0.0,0.0016474464579901153,0.0,0.001644736842105263,0.0,0.0016155088852988692,0.0016155088852988692,0.0015625,0.0,0.0017513134851138354,0.0,0.0,0.0,0.003134796238244514,0.003179650238473768,0.0,0.0,0.0,0.0016611295681063123,0.0,0.001639344262295082,0.0015220700152207,0.0,0.0033003300330033004
1998,1,9,prevalence,0.0,0.0015822784810126582,0.0,0.0,0.004784688995215311,0.0,0.0,0.0017152658662092624,0.0036101083032490976,0.0,0.0,0.0016556291390728477,0.0016835016835016834,0.0,0.0016722408026755853,0.0,0.0016806722689075631,0.0033112582781456954,0.0,0.0,0.0,0.0030959752321981426,0.0,0.0,0.004784688995215311,0.0,0.0031645569620253164,0.003355704697986577,0.0031746031746031746,0.0032626427406199023,0.0,0.0032102728731942215,0.005119453924914676,0.0,0.0017123287671232876,0.0048,0.0033003300330033004,0.00322061191626409,0.009523809523809525,0.0,0.005136986301369863,0.005172413793103448,0.004739336492890996,0.014035087719298246,0.0,0.0031746031746031746,0.001579778830963665,0.0,0.0,0.001607717041800643,0.0016025641025641025,0.0015337423312883436,0.0,0.0016778523489932886,0.0,0.0030816640986132513,0.0,0.0016129032258064516,0.0,0.004511278195488722,0.004559270516717325,0.0,0.004830917874396135,0.0,0.0,0.0,0.0016556291390728477,0.0015748031496062992,0.001639344262295082,0.0016339869281045752,0.0,0.0017825311942959,0.0,0.0016286644951140066,0.0,0.001652892561983471,0.0015552099533437014,0.0016420361247947454,0.0,0.004975124378109453,0.0016260162601626016,0.0,0.0016155088852988692,0.0015267175572519084,0.004761904761904762,0.005199306759098787,0.003125,0.0,0.0029940119760479044,0.0,0.0,0.0,0.0,0.0015527950310559005,0.00482315112540193,0.0,0.0,0.0,0.0032679738562091504,0.0015822784810126582,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.017377567140600316,0.0016474464579901153,0.0,0.004909983633387889,0.0,0.0016722408026755853,0.0,0.0,0.0016207455429497568,0.0015698587127158557,0.0032520325203252032,0.0029239766081871343,0.0,0.0,0.0015503875968992248,0.0,0.001644736842105263,0.0,0.0,0.0,0.004991680532445923,0.0,0.0,0.004878048780487805,0.0015923566878980893,0.001567398119122257,0.005145797598627788,0.001610305958132045,0.0016750418760469012,0.0,0.0,0.0,0.0,0.0033003300330033004,0.0,0.0016366612111292963,0.0048,0.001594896331738437,0.0018148820326678765,0.0032679738562091504,0.0,0.006339144215530904,0.0,0.0,0.0033277870216306157,0.001594896331738437,0.0,0.0,0.0,0.0016666666666666668,0.0,0.0030349013657056147,0.0,0.00322061191626409,0.0,0.0016556291390728477,0.0,0.0030959752321981426,0.0,0.003305785123966942,0.0,0.0,0.0015748031496062992,0.0016501650165016502,0.0031645569620253164,0.001607717041800643,0.0,0.0,0.0032679738562091504,0.0,0.001644736842105263,0.0,0.0016611295681063123,0.0,0.0016181229773462784,0.0015923566878980893,0.0015625,0.0,0.0017543859649122807,0.0,0.0,0.0,0.0016207455429497568,0.0032520325203252032,0.0,0.0,0.0,0.0016638935108153079,0.0,0.0016181229773462784,0.0015455950540958269,0.0,0.001644736842105263
1999,1,9,prevalence,0.0,0.0015822784810126582,0.0,0.0,0.003169572107765452,0.0,0.0,0.0,0.0017825311942959,0.0,0.0015822784810126582,0.0016556291390728477,0.0,0.0,0.003194888178913738,0.0,0.0016891891891891893,0.0032733224222585926,0.0,0.0,0.0,0.0016207455429497568,0.0,0.0,0.0016233766233766235,0.0,0.0,0.003367003367003367,0.0015723270440251573,0.004746835443037975,0.0,0.00778816199376947,0.005025125628140704,0.0,0.0,0.003246753246753247,0.001644736842105263,0.003215434083601286,0.0049833887043189366,0.003284072249589491,0.00505902192242833,0.008431703204047217,0.00487012987012987,0.008635578583765112,0.0,0.004838709677419355,0.0016,0.0,0.0,0.0,0.003278688524590164,0.0015873015873015873,0.0,0.0016835016835016834,0.0,0.0,0.0,0.0032102728731942215,0.0,0.0030165912518853697,0.0015384615384615385,0.0,0.0031847133757961785,0.001519756838905775,0.0,0.0,0.001644736842105263,0.001610305958132045,0.0016313213703099511,0.0016260162601626016,0.0,0.0,0.0,0.0,0.0016556291390728477,0.0016051364365971107,0.001567398119122257,0.0,0.0,0.0034071550255536627,0.0,0.0,0.001594896331738437,0.001519756838905775,0.0031446540880503146,0.0034542314335060447,0.001589825119236884,0.0,0.0029717682020802376,0.0,0.0,0.0,0.0,0.0,0.004815409309791332,0.0,0.0,0.0,0.003278688524590164,0.003129890453834116,0.0016501650165016502,0.0,0.0,0.0,0.0,0.0016,0.0,0.012944983818770227,0.0016501650165016502,0.0,0.004901960784313725,0.0,0.001610305958132045,0.0,0.0016611295681063123,0.0015873015873015873,0.0,0.003367003367003367,0.0030165912518853697,0.0,0.0,0.0,0.0,0.0016339869281045752,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064516,0.003189792663476874,0.0015822784810126582,0.005208333333333333,0.0016025641025641025,0.0016611295681063123,0.0,0.0,0.0,0.0,0.003246753246753247,0.0,0.0016501650165016502,0.004815409309791332,0.0016556291390728477,0.0017985611510791368,0.0016638935108153079,0.0015822784810126582,0.008156606851549755,0.001594896331738437,0.0,0.004830917874396135,0.00473186119873817,0.0,0.0,0.0,0.003305785123966942,0.0,0.001579778830963665,0.0,0.0031847133757961785,0.0,0.0,0.0,0.0030581039755351682,0.0,0.0050335570469798654,0.0,0.0017271157167530224,0.0015600624024961,0.001610305958132045,0.0033003300330033004,0.0016,0.0,0.0,0.003194888178913738,0.0,0.0016366612111292963,0.0,0.0,0.0,0.0016129032258064516,0.003115264797507788,0.0,0.0,0.0017211703958691911,0.001610305958132045,0.0,0.0,0.0016181229773462784,0.0015384615384615385,0.0,0.0,0.0,0.0016611295681063123,0.0,0.001607717041800643,0.0016,0.0,0.0
2000,1,9,prevalence,0.0,0.0032102728731942215,0.0,0.0,0.003189792663476874,0.0,0.001658374792703151,0.0,0.001718213058419244,0.0,0.001597444089456869,0.0,0.0,0.0,0.0016233766233766235,0.0,0.001658374792703151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001658374792703151,0.004724409448818898,0.003205128205128205,0.0,0.00946372239747634,0.005,0.0,0.0,0.00322061191626409,0.001607717041800643,0.0032948929159802307,0.009630818619582664,0.0066555740432612314,0.004878048780487805,0.00686106346483705,0.001579778830963665,0.0,0.0,0.0015552099533437014,0.001589825119236884,0.0,0.0,0.0,0.003289473684210526,0.0016313213703099511,0.0,0.0016778523489932886,0.0,0.0,0.0,0.003134796238244514,0.0,0.003067484662576687,0.0030911901081916537,0.0,0.004784688995215311,0.0015220700152207,0.0,0.0016260162601626016,0.0016666666666666668,0.0,0.0016155088852988692,0.0,0.0,0.0,0.0,0.0,0.0016722408026755853,0.001557632398753894,0.0016051364365971107,0.0,0.0,0.0034904013961605585,0.0,0.0016233766233766235,0.0,0.0,0.00315955766192733,0.0034965034965034965,0.0016806722689075631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016051364365971107,0.0,0.0,0.0,0.0033333333333333335,0.004658385093167702,0.0,0.0,0.0,0.0,0.0016339869281045752,0.001594896331738437,0.0,0.024390243902439025,0.0016339869281045752,0.0,0.0048543689320388345,0.0,0.001644736842105263,0.0,0.001697792869269949,0.0016129032258064516,0.0,0.0034965034965034965,0.0014970059880239522,0.0,0.0,0.0,0.0,0.0016207455429497568,0.0,0.0016806722689075631,0.0,0.0,0.0,0.0,0.0016286644951140066,0.0030911901081916537,0.001584786053882726,0.00510204081632653,0.003246753246753247,0.0,0.0,0.001597444089456869,0.0,0.0016155088852988692,0.0016207455429497568,0.0,0.0016286644951140066,0.006462035541195477,0.0016233766233766235,0.0017889087656529517,0.0016420361247947454,0.0016181229773462784,0.009724473257698542,0.0015873015873015873,0.0,0.003205128205128205,0.0048543689320388345,0.0,0.0,0.0016366612111292963,0.0033222591362126247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030959752321981426,0.0,0.0034071550255536627,0.0,0.0017699115044247787,0.0,0.0016260162601626016,0.0016666666666666668,0.0016778523489932886,0.0,0.0,0.003215434083601286,0.0,0.0,0.0,0.0,0.0,0.0016339869281045752,0.0031397174254317113,0.0,0.0,0.0016835016835016834,0.001584786053882726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016806722689075631,0.0,0.0015873015873015873,0.0016,0.0,0.0
2001,1,9,prevalence,0.0,0.003189792663476874,0.0,0.0,0.0,0.0,0.0,0.0,0.001697792869269949,0.0,0.001557632398753894,0.0,0.0,0.0,0.004862236628849271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0016638935108153079,0.0,0.01088646967340591,0.004918032786885246,0.0,0.0,0.003134796238244514,0.001610305958132045,0.0016835016835016834,0.01288244766505636,0.0016722408026755853,0.004846526655896607,0.003472222222222222,0.0,0.0,0.0,0.00473186119873817,0.0015723270440251573,0.0,0.0,0.0,0.0,0.001658374792703151,0.0016501650165016502,0.0,0.0,0.0,0.0,0.0031201248049922,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,0.0016051364365971107,0.0,0.0,0.0,0.0,0.0,0.0017094017094017094,0.0,0.0,0.0,0.0,0.003395585738539898,0.0,0.0015822784810126582,0.0,0.0,0.001589825119236884,0.0033613445378151263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004792332268370607,0.0016,0.0,0.0,0.0,0.001669449081803005,0.0016051364365971107,0.0,0.004815409309791332,0.0,0.0,0.0031545741324921135,0.0,0.0,0.0,0.0016474464579901153,0.0016611295681063123,0.0,0.0017123287671232876,0.001557632398753894,0.0,0.0,0.0,0.0,0.0016,0.0,0.001736111111111111,0.0,0.0,0.0,0.0,0.0016313213703099511,0.0015625,0.0016051364365971107,0.005067567567567568,0.0032626427406199023,0.0016155088852988692,0.0,0.0016025641025641025,0.0,0.0,0.0015698587127158557,0.0,0.0016181229773462784,0.0016339869281045752,0.0016313213703099511,0.0017793594306049821,0.0016025641025641025,0.0,0.0034904013961605585,0.0016313213703099511,0.0,0.003236245954692557,0.001669449081803005,0.0,0.0,0.0016611295681063123,0.0031847133757961785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030349013657056147,0.0,0.0033500837520938024,0.0,0.0017331022530329288,0.0,0.0,0.0,0.0016750418760469012,0.0,0.0016,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.003189792663476874,0.0015772870662460567,0.0,0.0,0.0015479876160990713,0.0,0.0,0.0,0.0031645569620253164,0.0,0.0,0.0,0.0,0.0,0.001557632398753894,0.0016207455429497568,0.0,0.0
2002,1,9,prevalence,0.0,0.0016207455429497568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001557632398753894,0.0,0.0,0.0,0.001652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004761904761904762,0.001694915254237288,0.0,0.00482315112540193,0.0031645569620253164,0.0,0.0,0.0,0.0015698587127158557,0.0016556291390728477,0.008169934640522876,0.0016806722689075631,0.001639344262295082,0.0,0.0,0.0,0.0,0.003189792663476874,0.001564945226917058,0.0,0.0,0.0,0.0015384615384615385,0.0,0.0016155088852988692,0.0,0.0,0.0,0.0,0.0015479876160990713,0.0,0.0,0.0,0.0,0.003236245954692557,0.0015698587127158557,0.0,0.0,0.0,0.0,0.0016233766233766235,0.0,0.0,0.0,0.0,0.0,0.0016806722689075631,0.0,0.0,0.0,0.0,0.003436426116838488,0.0,0.0015822784810126582,0.0,0.0,0.001584786053882726,0.001644736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.001644736842105263,0.0,0.0,0.0,0.0017064846416382253,0.0,0.0017391304347826088,0.0,0.0,0.0,0.0016233766233766235,0.0,0.0,0.0017094017094017094,0.0016778523489932886,0.0,0.0,0.0,0.0030534351145038168,0.0,0.0,0.0,0.0,0.0016051364365971107,0.0,0.0,0.0,0.0,0.0,0.0,0.0015822784810126582,0.003105590062111801,0.003205128205128205,0.0033222591362126247,0.001644736842105263,0.0,0.0,0.0016366612111292963,0.0,0.0,0.0,0.0,0.0016501650165016502,0.0016556291390728477,0.0016,0.0017857142857142857,0.0,0.0,0.0017452006980802793,0.0015772870662460567,0.0,0.0032102728731942215,0.0,0.0,0.0,0.0,0.0032948929159802307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015408320493066256,0.0,0.0,0.0,0.0016863406408094434,0.0,0.0,0.0,0.0016501650165016502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.003110419906687403,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0
2003,1,9,prevalence,0.0,0.0016474464579901153,0.0,0.0,0.0030911901081916537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016863406408094434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001610305958132045,0.001694915254237288,0.0,0.004815409309791332,0.0016155088852988692,0.0,0.0,0.0,0.0,0.0,0.0049833887043189366,0.0,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.001639344262295082,0.0,0.0,0.0,0.0,0.0015360983102918587,0.0,0.0,0.0,0.0,0.003305785123966942,0.0016181229773462784,0.0,0.0,0.0,0.0,0.0015923566878980893,0.0,0.001718213058419244,0.0,0.0,0.0,0.001694915254237288,0.0,0.0,0.0,0.0,0.0034071550255536627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001669449081803005,0.0,0.0015873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017271157167530224,0.0,0.0,0.0,0.0,0.0,0.001594896331738437,0.0,0.0,0.0016339869281045752,0.0,0.0,0.0,0.0,0.003115264797507788,0.0,0.0,0.0,0.0,0.0016155088852988692,0.0016420361247947454,0.0,0.0,0.0,0.0,0.0,0.0015923566878980893,0.009630818619582664,0.001597444089456869,0.0016891891891891893,0.0,0.0,0.0,0.0016474464579901153,0.0,0.0,0.001519756838905775,0.0,0.0,0.003367003367003367,0.0,0.0017543859649122807,0.0,0.0,0.001718213058419244,0.0,0.0,0.001589825119236884,0.0,0.0,0.0,0.0,0.003129890453834116,0.0,0.0,0.0,0.001597444089456869,0.0,0.0,0.0,0.0,0.0015267175572519084,0.0,0.0,0.0,0.0,0.0,0.0,0.0016835016835016834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015384615384615385,0.0,0.0,0.0,0.0015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,1,9,prevalence,0.0,0.001669449081803005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016313213703099511,0.0,0.0,0.0,0.0,0.0,0.0,0.0016863406408094434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016556291390728477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.001564945226917058,0.0,0.0,0.0,0.0,0.0,0.0,0.0015873015873015873,0.0016501650165016502,0.0,0.0,0.0,0.0015772870662460567,0.0,0.0016025641025641025,0.0,0.0,0.001658374792703151,0.0,0.0,0.0,0.0,0.0,0.0015698587127158557,0.0,0.0016806722689075631,0.0,0.0,0.0,0.0017064846416382253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001594896331738437,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017035775127768314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003169572107765452,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0033444816053511705,0.0,0.0,0.0,0.0,0.0,0.0,0.004918032786885246,0.0016260162601626016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.001652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016051364365971107,0.0,0.0,0.0,0.0,0.0016286644951140066,0.0,0.0,0.0,0.001564945226917058,0.0,0.0,0.0,0.0,0.0015337423312883436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015408320493066256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016155088852988692,0.0
2005,1,9,prevalence,0.001639344262295082,0.001639344262295082,0.0,0.0,0.0,0.001697792869269949,0.001607717041800643,0.0,0.0,0.003179650238473768,0.001564945226917058,0.0,0.0,0.0,0.001607717041800643,0.0,0.005,0.0,0.0,0.0017211703958691911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016420361247947454,0.0,0.0016260162601626016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001607717041800643,0.008347245409015025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015290519877675841,0.0,0.0016,0.001652892561983471,0.0,0.003067484662576687,0.0,0.0016207455429497568,0.0017211703958691911,0.0016286644951140066,0.0,0.001579778830963665,0.001658374792703151,0.0,0.0,0.0,0.0,0.0,0.001589825119236884,0.0016286644951140066,0.0033444816053511705,0.0,0.001597444089456869,0.0,0.0016863406408094434,0.001610305958132045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064516,0.0,0.0,0.003246753246753247,0.0,0.0,0.001658374792703151,0.0,0.0,0.0,0.0,0.0015772870662460567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001697792869269949,0.0016750418760469012,0.0015290519877675841,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611295681063123,0.0,0.0016051364365971107,0.0,0.0,0.001694915254237288,0.001652892561983471,0.0,0.0016666666666666668,0.0,0.0,0.0016806722689075631,0.0016611295681063123,0.0035211267605633804,0.0,0.0,0.0016,0.0,0.0,0.004966887417218543,0.0015923566878980893,0.0,0.006430868167202572,0.001639344262295082,0.0,0.0,0.0,0.0,0.0015600624024961,0.0,0.0,0.001639344262295082,0.0,0.0,0.0,0.0016750418760469012,0.0,0.0,0.0,0.0016129032258064516,0.0032258064516129032,0.0,0.0,0.001639344262295082,0.0031496062992125984,0.0,0.0,0.0,0.0,0.001610305958132045,0.0,0.0,0.0015220700152207,0.0015408320493066256,0.0,0.0016339869281045752,0.0,0.001669449081803005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015384615384615385,0.0,0.0,0.0,0.001564945226917058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001610305958132045,0.0
