"IUID","Region"
"MOZ33109",6
"MOZ33192",6
"MOZ33212",6
"MOZ33241",6
"MOZ33179",6
"MOZ33143",6
"MOZ33242",6
"MOZ33183",6
"MOZ33256",6
"MOZ33218",6
"MOZ33114",6
"MOZ33107",6
"MOZ33146",6
"MOZ33178",6
"MOZ33115",6
"MOZ33221",6
"MOZ33195",6
"MOZ33213",6
"MOZ33106",6
"MOZ33247",6
"MOZ33102",6
"MOZ33259",6
"MOZ33175",6
"MOZ33160",6
"MOZ33156",6
"MOZ33191",6
"MOZ33208",6
"MOZ33150",6
"MOZ33153",6
"MOZ33116",6
"MOZ33251",6
"MOZ33244",6
"MOZ33239",6
"MOZ33215",6
"MOZ33103",6
"MOZ33176",6
"MOZ33177",6
"MOZ33189",6
"MOZ33240",6
"MOZ33245",6
"MOZ33250",6
"MOZ33252",6
"MOZ33255",6
"MOZ33125",6
"ZWE52935",6
"ZWE52949",6
"ZWE52942",6
"ZWE52930",6
"ZWE52919",6
"ZWE52960",6
"ZWE52954",6
"ZWE52928",6
"ZWE52918",6
"ZWE52906",6
"ZWE52932",6
"ZWE52948",6
"ZWE52925",6
"ZWE52957",6
"ZWE52933",6
"ZWE52955",6
"ZWE52943",6
"ZWE52931",6
"ZWE52939",6
"ZWE52923",6
"ZWE52927",6
"ZWE52926",6
"ZWE52940",6
"ZWE52961",6
"ZWE52922",6
"ZWE52924",6
"ZWE52951",6
"ZWE52920",6
"ZWE52902",6
"ZWE52929",6
"ZWE52956",6
"ZWE52912",6
"ZWE52937",6
"ZWE52959",6
"ZWE52921",6
"ZWE52934",6
"ZWE52952",6
"ZWE52962",6
"ZMB50879",6
"ZMB50884",6
"ZMB50875",6
"ZMB50877",6
"ZMB50874",6
"ZMB50878",6
"ZMB50883",6
"ZMB50891",6
"ZMB50881",6
"ZMB50882",6
"ZMB53191",6
"ZMB50889",6
"ZMB50876",6
"ZMB50851",6
"ZMB50852",6
"ZMB53178",6
"ZMB50888",6
"ZMB50818",6
"ZMB50819",6
"ZMB50823",6
"ZMB50885",6
"ZMB50886",6
"ZMB50887",6
"ZMB53169",6
"ZMB53168",6
"ZMB50837",6
"ZMB50861",6
"ZMB50855",6
"ZMB50858",6
"ZMB50840",6
"ZMB50857",6
"ZMB50828",6
"ZMB50827",6
"ZMB50833",6
"ZMB50830",6
"ZMB50826",6
"ZMB50825",6
"ZMB53167",6
"ZMB50839",6
"ZMB50860",6
"ZMB50846",6
"ZMB50869",6
"ZMB50862",6
"ZMB50867",6
"ZMB53173",6
"ZMB50866",6
"ZMB50864",6
"ZMB50872",6
"ZMB50844",6
"ZMB50870",6
"ZMB50873",6
"ZMB50848",6
"ZMB50868",6
"ZMB50871",6
"ZMB53182",6
"ZMB50831",6
"ZMB50829",6
"ZMB50834",6
"ZMB53180",6
"ZMB53177",6
"ZMB50822",6
"ZMB50850",6
"ZMB53166",6
"ZMB50890",6
"ZMB53192",6
"ZMB53196",6
"ZMB53193",6
"ZMB53195",6
"ZMB53189",6
"ZMB53194",6
"ZMB50865",6
"ZMB53187",6
"ZMB53176",6
"ZMB53188",6
"ZMB53190",6
"ZMB50824",6
"ZMB50856",6
"ZMB53184",6
"ZMB53186",6
"ZMB50847",6
"ZMB53175",6
"ZMB53179",6
"ZMB50821",6
"ZMB50859",6
